t,UAB
6.165,0.99885
6.17,0.99887
6.175,0.99889
6.18,0.9989
6.185,0.99893
6.19,0.99891
6.195,0.99895
6.2,0.99892
6.205,0.99897
6.21,0.99893
6.215,0.99899
6.22,0.99897
6.225,0.99901
6.23,0.99898
6.235,0.99897
6.24,0.99896
6.245,0.99893
6.25,0.99895
6.255,0.9989
6.26,0.99892
6.265,0.99887
6.27,0.99891
6.275,0.9989
6.28,0.99892
6.285,0.99895
6.29,0.99893
6.295,0.99899
6.3,0.99895
6.305,0.99903
6.31,0.99898
6.315,0.99903
6.32,0.99899
6.325,0.99901
6.33,0.999
6.335,0.99896
6.34,0.99897
6.345,0.9989
6.35,0.99896
6.355,0.9989
6.36,0.99895
6.365,0.99892
6.37,0.99896
6.375,0.99897
6.38,0.99898
6.385,0.99904
6.39,0.99899
6.395,0.99906
6.4,0.99901
6.405,0.99906
6.41,0.99899
6.415,0.99903
6.42,0.99899
6.425,0.99898
6.43,0.99898
6.435,0.99893
6.44,0.99895
6.445,0.9989
6.45,0.99892
6.455,0.99886
6.46,0.99889
6.465,0.99886
6.47,0.9989
6.475,0.99889
6.48,0.99889
6.485,0.99891
6.49,0.99888
6.495,0.9989
6.5,0.99888
6.505,0.99887
6.51,0.99887
6.515,0.99885
6.52,0.99884
6.525,0.99881
6.53,0.99883
6.535,0.99881
6.54,0.99884
6.545,0.99885
6.55,0.99885
6.555,0.99889
6.56,0.99886
6.565,0.9989
6.57,0.99887
6.575,0.9989
6.58,0.99886
6.585,0.99886
6.59,0.99883
6.595,0.9988
6.6,0.99881
6.605,0.99873
6.61,0.99879
6.615,0.99871
6.62,0.99876
6.625,0.99869
6.63,0.99874
6.635,0.99871
6.64,0.99873
6.645,0.99875
6.65,0.99875
6.655,0.99881
6.66,0.99879
6.665,0.99884
6.67,0.9988
6.675,0.99882
6.68,0.99879
6.685,0.9988
6.69,0.99878
6.695,0.99876
6.7,0.99878
6.705,0.99872
6.71,0.99876
6.715,0.99869
6.72,0.99873
6.725,0.99869
6.73,0.99875
6.735,0.99871
6.74,0.99874
6.745,0.99874
6.75,0.99875
6.755,0.99878
6.76,0.99876
6.765,0.99881
6.77,0.99877
6.775,0.99879
6.78,0.99877
6.785,0.99876
6.79,0.99877
6.795,0.99874
6.8,0.99877
6.805,0.99873
6.81,0.99876
6.815,0.99876
6.82,0.99877
6.825,0.99879
6.83,0.99879
6.835,0.99883
6.84,0.9988
6.845,0.99884
6.85,0.9988
6.855,0.99882
6.86,0.9988
6.865,0.99881
6.87,0.99878
6.875,0.99876
6.88,0.99877
6.885,0.99871
6.89,0.99877
6.895,0.99872
6.9,0.99875
6.905,0.99873
6.91,0.99877
6.915,0.99877
6.92,0.99878
6.925,0.99883
6.93,0.99879
6.935,0.99887
6.94,0.99882
6.945,0.99887
6.95,0.99882
6.955,0.99885
6.96,0.99883
6.965,0.99883
6.97,0.99881
6.975,0.99878
6.98,0.99881
6.985,0.99877
6.99,0.99881
6.995,0.99878
7,0.99879
7.005,0.99877
7.01,0.99881
7.015,0.99881
7.02,0.99883
7.025,0.99883
7.03,0.99883
7.035,0.99881
7.04,0.9988
7.045,0.99878
7.05,0.9988
7.055,0.99878
7.06,0.9988
7.065,0.99876
7.07,0.9988
7.075,0.99879
7.08,0.99881
7.085,0.99885
7.09,0.99884
7.095,0.9989
7.1,0.9989
7.105,0.99898
7.11,0.99894
7.115,0.99901
7.12,0.99896
