t,UAB,UFD(V),IFD(A)
4.25901,1.006,177.612,588.416
4.25908,1.006,177.612,587.195
4.25916,1.006,177.612,587.195
4.25924,1.006,177.612,587.195
4.25932,1.006,177.612,587.195
4.2594,1.006,178.223,587.195
4.25948,1.006,178.223,587.195
4.25955,1.005,178.223,587.195
4.25963,1.005,178.833,587.195
4.25971,1.005,178.833,588.416
4.25979,1.005,179.443,587.195
4.25987,1.005,180.054,587.195
4.25994,1.005,180.054,587.195
4.26002,1.005,180.664,587.195
4.2601,1.005,180.664,587.195
4.26018,1.005,180.664,587.195
4.26026,1.005,181.274,587.195
4.26033,1.005,181.885,587.195
4.26041,1.005,181.885,587.195
4.26049,1.005,181.885,587.195
4.26057,1.005,182.495,587.195
4.26065,1.005,182.495,587.195
4.26073,1.005,182.495,587.195
4.2608,1.005,182.495,587.195
4.26088,1.005,182.495,587.195
4.26096,1.005,182.495,588.416
4.26104,1.005,182.495,587.195
4.26112,1.005,182.495,587.195
4.26119,1.005,182.495,587.195
4.26127,1.005,182.495,587.195
4.26135,1.005,181.885,587.195
4.26143,1.005,181.885,587.195
4.26151,1.005,181.274,587.195
4.26158,1.005,181.274,587.195
4.26166,1.005,180.664,587.195
4.26174,1.005,180.664,587.195
4.26182,1.005,180.054,588.416
4.2619,1.006,179.443,587.195
4.26198,1.006,178.833,587.195
4.26205,1.006,178.223,587.195
4.26213,1.006,178.223,587.195
4.26221,1.006,177.612,587.195
4.26229,1.006,177.612,587.195
4.26237,1.006,177.612,587.195
4.26244,1.006,177.612,587.195
4.26252,1.006,177.612,587.195
4.2626,1.006,177.612,587.195
4.26268,1.006,177.612,587.195
4.26276,1.006,178.223,587.195
4.26283,1.006,178.223,587.195
4.26291,1.006,178.223,587.195
4.26299,1.006,178.833,587.195
4.26307,1.006,178.833,587.195
4.26315,1.006,179.443,587.195
4.26323,1.006,179.443,587.195
4.2633,1.006,180.054,587.195
4.26338,1.006,180.664,587.195
4.26346,1.006,180.664,587.195
4.26354,1.006,181.274,587.195
4.26362,1.006,181.274,587.195
4.26369,1.007,181.274,587.195
4.26377,1.007,181.885,587.195
4.26385,1.007,181.885,587.195
4.26393,1.007,181.885,587.195
4.26401,1.007,181.885,587.195
4.26408,1.007,182.495,587.195
4.26416,1.007,182.495,587.195
4.26424,1.007,182.495,587.195
4.26432,1.007,182.495,587.195
4.2644,1.007,182.495,587.195
4.26448,1.007,182.495,587.195
4.26455,1.007,182.495,587.195
4.26463,1.007,181.885,587.195
4.26471,1.007,181.885,587.195
4.26479,1.007,181.885,587.195
4.26487,1.007,181.274,587.195
4.26494,1.007,180.664,587.195
4.26502,1.007,180.664,587.195
4.2651,1.007,180.054,587.195
4.26518,1.007,179.443,587.195
4.26526,1.007,178.833,587.195
4.26533,1.007,178.223,587.195
4.26541,1.007,178.223,587.195
4.26549,1.007,177.612,587.195
4.26557,1.007,177.002,587.195
4.26565,1.007,177.612,587.195
4.26573,1.007,177.612,587.195
4.2658,1.007,177.002,587.195
4.26588,1.007,177.612,587.195
4.26596,1.007,177.612,587.195
4.26604,1.007,177.612,587.195
4.26612,1.007,177.612,587.195
4.26619,1.007,178.223,587.195
4.26627,1.007,178.223,587.195
4.26635,1.007,178.833,587.195
4.26643,1.007,179.443,587.195
4.26651,1.007,179.443,587.195
4.26658,1.007,179.443,587.195
4.26666,1.007,180.054,587.195
4.26674,1.007,180.664,587.195
4.26682,1.007,180.664,587.195
4.2669,1.007,181.274,587.195
4.26698,1.007,181.274,587.195
4.26705,1.007,181.274,587.195
4.26713,1.007,181.885,587.195
4.26721,1.007,181.885,585.974
4.26729,1.007,182.495,587.195
4.26737,1.007,181.885,587.195
4.26744,1.007,182.495,587.195
4.26752,1.007,182.495,587.195
4.2676,1.007,181.885,587.195
4.26768,1.007,182.495,587.195
4.26776,1.007,182.495,585.974
4.26783,1.007,182.495,587.195
4.26791,1.007,181.885,587.195
4.26799,1.006,181.885,587.195
4.26807,1.006,181.885,587.195
4.26815,1.006,181.274,587.195
4.26823,1.006,181.274,587.195
4.2683,1.006,180.664,587.195
4.26838,1.006,180.664,587.195
4.26846,1.006,180.054,587.195
4.26854,1.006,179.443,587.195
4.26862,1.006,178.833,587.195
4.26869,1.006,178.223,587.195
4.26877,1.006,178.223,587.195
4.26885,1.006,177.612,587.195
4.26893,1.006,177.612,587.195
4.26901,1.006,177.612,585.974
4.26908,1.006,177.612,587.195
4.26916,1.006,177.612,585.974
4.26924,1.006,177.612,587.195
4.26932,1.006,177.612,585.974
4.2694,1.006,178.223,585.974
4.26948,1.005,178.223,587.195
4.26955,1.005,178.223,587.195
4.26963,1.005,178.833,587.195
4.26971,1.005,179.443,587.195
4.26979,1.005,179.443,587.195
4.26987,1.005,179.443,587.195
4.26994,1.005,180.054,585.974
4.27002,1.005,180.664,585.974
4.2701,1.005,180.664,587.195
4.27018,1.005,180.664,585.974
4.27026,1.005,181.274,587.195
4.27033,1.005,181.274,587.195
4.27041,1.005,181.885,587.195
4.27049,1.005,181.885,587.195
4.27057,1.005,182.495,587.195
4.27065,1.005,182.495,587.195
4.27073,1.005,182.495,587.195
4.2708,1.005,182.495,587.195
4.27088,1.005,182.495,587.195
4.27096,1.005,182.495,585.974
4.27104,1.005,182.495,585.974
4.27112,1.005,182.495,587.195
4.27119,1.005,182.495,587.195
4.27127,1.005,182.495,587.195
4.27135,1.005,182.495,587.195
4.27143,1.005,181.885,587.195
4.27151,1.005,181.885,587.195
4.27158,1.005,181.274,587.195
4.27166,1.005,180.664,587.195
4.27174,1.005,180.664,587.195
4.27182,1.005,180.054,587.195
4.2719,1.006,179.443,587.195
4.27198,1.005,178.833,587.195
4.27205,1.005,178.223,587.195
4.27213,1.005,178.223,587.195
4.27221,1.005,177.612,587.195
4.27229,1.005,177.612,587.195
4.27237,1.005,177.612,587.195
4.27244,1.005,177.612,587.195
4.27252,1.005,177.612,587.195
4.2726,1.005,177.612,587.195
4.27268,1.006,177.612,587.195
4.27276,1.006,178.223,587.195
4.27283,1.006,178.223,587.195
4.27291,1.006,178.833,587.195
4.27299,1.006,178.833,587.195
4.27307,1.006,178.833,587.195
4.27315,1.006,179.443,587.195
4.27323,1.006,180.054,587.195
4.2733,1.006,180.054,587.195
4.27338,1.006,180.664,587.195
4.27346,1.006,180.664,587.195
4.27354,1.006,180.664,587.195
4.27362,1.006,181.274,587.195
4.27369,1.006,181.274,587.195
4.27377,1.006,181.885,587.195
4.27385,1.006,181.885,587.195
4.27393,1.006,181.885,587.195
4.27401,1.006,182.495,587.195
4.27408,1.006,182.495,587.195
4.27416,1.006,182.495,587.195
4.27424,1.006,182.495,587.195
4.27432,1.006,182.495,587.195
4.2744,1.006,182.495,587.195
4.27448,1.006,182.495,587.195
4.27455,1.007,182.495,587.195
4.27463,1.007,181.885,587.195
4.27471,1.007,181.885,587.195
4.27479,1.007,181.885,587.195
4.27487,1.007,181.274,587.195
4.27494,1.007,181.274,587.195
4.27502,1.007,180.664,587.195
4.2751,1.007,180.054,587.195
4.27518,1.007,179.443,587.195
4.27526,1.007,179.443,587.195
4.27533,1.007,178.223,588.416
4.27541,1.007,178.223,587.195
4.27549,1.007,177.612,587.195
4.27557,1.007,177.612,587.195
4.27565,1.007,177.612,587.195
4.27573,1.007,177.002,587.195
4.2758,1.007,177.612,587.195
4.27588,1.007,177.612,587.195
4.27596,1.007,177.612,587.195
4.27604,1.007,177.612,587.195
4.27612,1.007,178.223,587.195
4.27619,1.007,178.223,587.195
4.27627,1.007,178.833,587.195
4.27635,1.007,178.833,587.195
4.27643,1.007,178.833,587.195
4.27651,1.007,179.443,587.195
4.27658,1.007,180.054,587.195
4.27666,1.007,180.054,587.195
4.27674,1.007,180.664,587.195
4.27682,1.007,180.664,587.195
4.2769,1.007,181.274,587.195
4.27698,1.007,181.274,587.195
4.27705,1.007,181.274,587.195
4.27713,1.006,181.885,587.195
4.27721,1.006,181.885,587.195
4.27729,1.006,182.495,587.195
4.27737,1.006,182.495,587.195
4.27744,1.006,182.495,587.195
4.27752,1.006,182.495,587.195
4.2776,1.006,182.495,587.195
4.27768,1.006,182.495,587.195
4.27776,1.006,182.495,587.195
4.27783,1.006,182.495,587.195
4.27791,1.006,182.495,587.195
4.27799,1.006,181.885,587.195
4.27807,1.006,181.885,587.195
4.27815,1.006,181.885,587.195
4.27823,1.006,181.274,587.195
4.2783,1.006,181.274,587.195
4.27838,1.006,180.664,587.195
4.27846,1.006,180.054,587.195
4.27854,1.006,179.443,587.195
4.27862,1.006,178.833,587.195
4.27869,1.006,178.223,587.195
4.27877,1.006,178.223,587.195
4.27885,1.006,177.612,587.195
4.27893,1.006,177.612,587.195
4.27901,1.006,177.002,587.195
4.27908,1.006,177.612,587.195
4.27916,1.006,177.612,587.195
4.27924,1.005,177.612,587.195
4.27932,1.005,177.612,587.195
4.2794,1.005,177.612,587.195
4.27948,1.005,178.223,587.195
4.27955,1.005,178.223,587.195
4.27963,1.005,178.223,587.195
4.27971,1.005,178.833,587.195
4.27979,1.005,178.833,587.195
4.27987,1.005,179.443,587.195
4.27994,1.005,179.443,587.195
4.28002,1.005,180.054,587.195
4.2801,1.005,180.054,587.195
4.28018,1.005,180.664,587.195
4.28026,1.005,180.664,587.195
4.28033,1.005,181.274,587.195
4.28041,1.005,181.274,587.195
4.28049,1.005,181.885,587.195
4.28057,1.005,181.885,587.195
4.28065,1.005,181.885,587.195
4.28073,1.005,181.885,587.195
4.2808,1.005,182.495,587.195
4.28088,1.005,182.495,587.195
4.28096,1.005,182.495,587.195
4.28104,1.005,182.495,587.195
4.28112,1.005,182.495,587.195
4.28119,1.005,182.495,587.195
4.28127,1.005,181.885,587.195
4.28135,1.005,181.885,587.195
4.28143,1.005,181.885,587.195
4.28151,1.005,181.274,587.195
4.28158,1.005,180.664,587.195
4.28166,1.005,180.664,587.195
4.28174,1.005,180.054,587.195
4.28182,1.005,179.443,587.195
4.2819,1.005,179.443,587.195
4.28198,1.005,178.833,587.195
4.28205,1.005,178.223,587.195
4.28213,1.005,177.612,587.195
4.28221,1.005,177.612,587.195
4.28229,1.005,177.612,587.195
4.28237,1.005,177.002,587.195
4.28244,1.005,177.002,587.195
4.28252,1.005,177.002,587.195
4.2826,1.005,177.612,587.195
4.28268,1.005,177.612,587.195
4.28276,1.005,177.612,587.195
4.28283,1.005,177.612,587.195
4.28291,1.006,178.223,587.195
4.28299,1.006,178.223,587.195
4.28307,1.006,178.833,587.195
4.28315,1.006,178.833,587.195
4.28323,1.006,179.443,587.195
4.2833,1.006,179.443,587.195
4.28338,1.006,180.054,587.195
4.28346,1.006,180.054,587.195
4.28354,1.006,180.664,587.195
4.28362,1.006,180.664,587.195
4.28369,1.006,181.274,587.195
4.28377,1.006,181.274,587.195
4.28385,1.006,181.885,587.195
4.28393,1.006,181.885,587.195
4.28401,1.006,181.885,587.195
4.28408,1.006,181.885,587.195
4.28416,1.006,181.885,587.195
4.28424,1.006,182.495,587.195
4.28432,1.006,182.495,587.195
4.2844,1.006,181.885,587.195
4.28448,1.006,181.885,587.195
4.28455,1.006,181.885,587.195
4.28463,1.006,181.885,587.195
4.28471,1.006,181.885,587.195
4.28479,1.007,181.274,587.195
4.28487,1.007,181.274,587.195
4.28494,1.007,180.664,587.195
4.28502,1.007,180.664,587.195
4.2851,1.007,180.054,587.195
4.28518,1.007,179.443,587.195
4.28526,1.007,178.833,587.195
4.28533,1.007,178.833,587.195
4.28541,1.007,178.223,587.195
4.28549,1.007,177.612,587.195
4.28557,1.007,177.612,587.195
4.28565,1.007,177.612,587.195
4.28573,1.007,177.002,587.195
4.2858,1.007,177.612,587.195
4.28588,1.007,177.002,587.195
4.28596,1.007,177.612,587.195
4.28604,1.007,177.612,587.195
4.28612,1.007,178.223,587.195
4.28619,1.007,178.223,587.195
4.28627,1.007,178.223,587.195
4.28635,1.007,178.833,587.195
4.28643,1.007,178.833,587.195
4.28651,1.007,179.443,587.195
4.28658,1.007,180.054,587.195
4.28666,1.007,180.054,587.195
4.28674,1.007,180.054,587.195
4.28682,1.007,180.664,587.195
4.2869,1.006,181.274,587.195
4.28698,1.006,181.274,587.195
4.28705,1.006,181.274,587.195
4.28713,1.006,181.885,587.195
4.28721,1.006,181.885,587.195
4.28729,1.006,181.885,587.195
4.28737,1.006,182.495,585.974
4.28744,1.006,182.495,587.195
4.28752,1.006,182.495,587.195
4.2876,1.006,182.495,587.195
4.28768,1.006,182.495,587.195
4.28776,1.006,182.495,587.195
4.28783,1.006,182.495,587.195
4.28791,1.006,182.495,585.974
4.28799,1.006,182.495,587.195
4.28807,1.006,181.885,587.195
4.28815,1.006,181.885,587.195
4.28823,1.006,181.274,587.195
4.2883,1.006,181.274,587.195
4.28838,1.006,180.664,587.195
4.28846,1.006,180.054,585.974
4.28854,1.006,179.443,587.195
4.28862,1.006,179.443,587.195
4.28869,1.006,178.833,587.195
4.28877,1.006,178.223,587.195
4.28885,1.006,178.223,585.974
4.28893,1.006,177.612,587.195
4.28901,1.006,177.612,585.974
4.28908,1.006,177.612,587.195
4.28916,1.005,177.612,587.195
4.28924,1.005,177.612,587.195
4.28932,1.005,177.612,587.195
4.2894,1.005,178.223,587.195
4.28948,1.005,178.223,585.974
4.28955,1.005,178.223,585.974
4.28963,1.005,178.223,587.195
4.28971,1.005,178.833,587.195
4.28979,1.005,179.443,587.195
4.28987,1.005,179.443,587.195
4.28994,1.005,180.054,587.195
4.29002,1.005,180.054,587.195
4.2901,1.005,180.664,587.195
4.29018,1.005,180.664,587.195
4.29026,1.005,181.274,585.974
4.29033,1.005,181.274,587.195
4.29041,1.005,181.885,587.195
4.29049,1.005,181.885,587.195
4.29057,1.005,181.885,587.195
4.29065,1.005,182.495,585.974
4.29073,1.005,182.495,587.195
4.2908,1.005,182.495,587.195
4.29088,1.005,182.495,587.195
4.29096,1.005,182.495,587.195
4.29104,1.005,182.495,587.195
4.29112,1.005,182.495,587.195
4.29119,1.005,182.495,587.195
4.29127,1.005,182.495,587.195
4.29135,1.005,182.495,587.195
4.29143,1.005,181.885,587.195
4.29151,1.005,181.885,587.195
4.29158,1.005,181.274,587.195
4.29166,1.005,181.274,587.195
4.29174,1.005,180.664,587.195
4.29182,1.005,180.664,587.195
4.2919,1.005,179.443,587.195
4.29198,1.005,179.443,587.195
4.29205,1.005,178.833,585.974
4.29213,1.005,178.223,587.195
4.29221,1.006,178.223,587.195
4.29229,1.005,177.612,587.195
4.29237,1.006,177.612,587.195
4.29244,1.006,177.612,587.195
4.29252,1.006,177.612,587.195
4.2926,1.006,177.612,587.195
4.29268,1.006,178.223,587.195
4.29276,1.006,178.223,587.195
4.29283,1.006,178.223,587.195
4.29291,1.006,178.223,587.195
4.29299,1.006,178.833,587.195
4.29307,1.006,178.833,587.195
4.29315,1.006,179.443,587.195
4.29323,1.006,179.443,587.195
4.2933,1.006,180.054,587.195
4.29338,1.006,180.054,585.974
4.29346,1.006,180.664,587.195
4.29354,1.006,180.664,587.195
4.29362,1.006,181.274,587.195
4.29369,1.006,181.274,587.195
4.29377,1.006,181.885,587.195
4.29385,1.006,181.885,587.195
4.29393,1.006,181.885,587.195
4.29401,1.006,182.495,587.195
4.29408,1.007,182.495,587.195
4.29416,1.007,182.495,587.195
4.29424,1.007,182.495,587.195
4.29432,1.007,183.106,587.195
4.2944,1.007,182.495,587.195
4.29448,1.007,182.495,587.195
4.29455,1.007,182.495,587.195
4.29463,1.007,182.495,587.195
4.29471,1.007,182.495,587.195
4.29479,1.007,181.885,587.195
4.29487,1.007,181.274,587.195
4.29494,1.007,181.274,587.195
4.29502,1.007,180.664,587.195
4.2951,1.007,180.664,587.195
4.29518,1.007,180.054,587.195
4.29526,1.007,179.443,587.195
4.29533,1.007,178.833,587.195
4.29541,1.007,178.223,587.195
4.29549,1.007,178.223,587.195
4.29557,1.007,177.612,587.195
4.29565,1.007,177.612,587.195
4.29573,1.007,177.612,587.195
4.2958,1.007,177.612,587.195
4.29588,1.007,177.612,587.195
4.29596,1.007,177.612,587.195
4.29604,1.007,177.612,587.195
4.29612,1.007,178.223,587.195
4.29619,1.007,178.223,587.195
4.29627,1.007,178.223,587.195
4.29635,1.007,178.833,587.195
4.29643,1.007,179.443,587.195
4.29651,1.007,179.443,587.195
4.29658,1.007,180.054,587.195
4.29666,1.007,180.054,587.195
4.29674,1.007,180.664,587.195
4.29682,1.007,180.664,587.195
4.2969,1.007,181.274,587.195
4.29698,1.007,181.274,587.195
4.29705,1.007,181.274,587.195
4.29713,1.007,181.885,587.195
4.29721,1.007,181.885,587.195
4.29729,1.007,182.495,587.195
4.29737,1.007,182.495,587.195
4.29744,1.007,182.495,587.195
4.29752,1.007,182.495,587.195
4.2976,1.007,182.495,587.195
4.29768,1.007,182.495,587.195
4.29776,1.006,182.495,587.195
4.29783,1.006,182.495,587.195
4.29791,1.006,182.495,587.195
4.29799,1.006,182.495,587.195
4.29807,1.006,181.885,587.195
4.29815,1.006,181.885,587.195
4.29823,1.006,181.885,587.195
4.2983,1.006,181.274,587.195
4.29838,1.006,180.664,587.195
4.29846,1.006,180.664,587.195
4.29854,1.006,180.054,587.195
4.29862,1.006,179.443,587.195
4.29869,1.006,178.833,587.195
4.29877,1.006,178.223,587.195
4.29885,1.006,178.223,587.195
4.29893,1.006,177.612,587.195
4.29901,1.006,177.612,587.195
4.29908,1.006,177.612,587.195
4.29916,1.006,177.612,587.195
4.29924,1.006,177.612,587.195
4.29932,1.006,177.612,587.195
4.2994,1.006,178.223,587.195
4.29948,1.006,178.223,587.195
4.29955,1.005,178.223,587.195
4.29963,1.005,178.833,587.195
4.29971,1.005,178.833,587.195
4.29979,1.005,179.443,587.195
4.29987,1.005,179.443,587.195
4.29994,1.005,180.054,587.195
4.30002,1.005,180.054,587.195
4.3001,1.005,180.664,587.195
4.30018,1.005,180.664,587.195
4.30026,1.005,181.274,587.195
4.30033,1.005,181.885,587.195
4.30041,1.005,181.885,587.195
4.30049,1.005,181.885,588.416
4.30057,1.005,182.495,587.195
4.30065,1.005,182.495,587.195
4.30073,1.005,182.495,587.195
4.3008,1.005,182.495,587.195
4.30088,1.005,182.495,587.195
4.30096,1.005,183.106,587.195
4.30104,1.005,183.106,587.195
4.30112,1.005,183.106,587.195
4.30119,1.005,182.495,587.195
4.30127,1.005,182.495,587.195
4.30135,1.005,182.495,587.195
4.30143,1.005,182.495,587.195
4.30151,1.005,181.885,587.195
4.30158,1.005,181.885,587.195
4.30166,1.005,181.274,587.195
4.30174,1.005,181.274,587.195
4.30182,1.005,180.664,587.195
4.3019,1.005,180.054,587.195
4.30198,1.006,179.443,587.195
4.30205,1.006,178.833,587.195
4.30213,1.006,178.833,587.195
4.30221,1.006,178.223,587.195
4.30229,1.006,178.223,587.195
4.30237,1.006,177.612,587.195
4.30244,1.006,177.612,587.195
4.30252,1.006,177.612,587.195
4.3026,1.006,178.223,587.195
4.30268,1.006,177.612,587.195
4.30276,1.006,178.223,587.195
4.30283,1.006,178.223,587.195
4.30291,1.006,178.223,587.195
4.30299,1.006,178.833,587.195
4.30307,1.006,179.443,587.195
4.30315,1.006,179.443,587.195
4.30323,1.006,180.054,587.195
4.3033,1.006,180.054,587.195
4.30338,1.006,180.664,587.195
4.30346,1.006,180.664,587.195
4.30354,1.006,181.274,587.195
4.30362,1.006,181.274,587.195
4.30369,1.006,181.885,587.195
4.30377,1.007,181.885,587.195
4.30385,1.007,181.885,587.195
4.30393,1.007,182.495,587.195
4.30401,1.007,182.495,587.195
4.30408,1.007,182.495,587.195
4.30416,1.007,183.106,587.195
4.30424,1.007,183.106,587.195
4.30432,1.007,183.106,587.195
4.3044,1.007,183.106,587.195
4.30448,1.007,183.106,587.195
4.30455,1.007,183.106,587.195
4.30463,1.007,182.495,587.195
4.30471,1.007,182.495,587.195
4.30479,1.007,182.495,587.195
4.30487,1.007,181.885,587.195
4.30494,1.007,181.885,587.195
4.30502,1.007,181.274,587.195
4.3051,1.007,180.664,587.195
4.30518,1.007,180.664,587.195
4.30526,1.007,180.054,587.195
4.30533,1.007,179.443,587.195
4.30541,1.007,178.833,587.195
4.30549,1.007,178.223,587.195
4.30557,1.007,178.223,587.195
4.30565,1.007,178.223,587.195
4.30573,1.007,177.612,587.195
4.3058,1.007,177.612,587.195
4.30588,1.007,177.612,587.195
4.30596,1.007,177.612,587.195
4.30604,1.007,178.223,587.195
4.30612,1.007,178.223,587.195
4.30619,1.007,178.223,587.195
4.30627,1.007,178.833,587.195
4.30635,1.007,178.833,587.195
4.30643,1.007,179.443,587.195
4.30651,1.007,179.443,587.195
4.30658,1.007,180.054,587.195
4.30666,1.007,180.054,587.195
4.30674,1.007,180.664,587.195
4.30682,1.007,180.664,587.195
4.3069,1.007,181.274,587.195
4.30698,1.007,181.274,587.195
4.30705,1.007,181.885,587.195
4.30713,1.007,181.885,587.195
4.30721,1.007,181.885,587.195
4.30729,1.007,182.495,587.195
4.30737,1.007,182.495,587.195
4.30744,1.007,182.495,587.195
4.30752,1.007,182.495,587.195
4.3076,1.007,183.106,587.195
4.30768,1.007,183.106,587.195
4.30776,1.007,183.106,587.195
4.30783,1.007,183.106,587.195
4.30791,1.007,182.495,587.195
4.30799,1.007,182.495,587.195
4.30807,1.006,182.495,587.195
4.30815,1.006,181.885,587.195
4.30823,1.006,181.885,587.195
4.3083,1.006,181.274,587.195
4.30838,1.006,181.274,587.195
4.30846,1.006,180.664,587.195
4.30854,1.006,180.054,587.195
4.30862,1.006,179.443,587.195
4.30869,1.006,178.833,587.195
4.30877,1.006,178.833,587.195
4.30885,1.006,178.223,587.195
4.30893,1.006,177.612,587.195
4.30901,1.006,177.612,587.195
4.30908,1.006,177.612,587.195
4.30916,1.006,177.612,587.195
4.30924,1.006,177.612,587.195
4.30932,1.006,177.612,587.195
4.3094,1.006,177.612,587.195
4.30948,1.006,178.223,587.195
4.30955,1.006,178.223,587.195
4.30963,1.006,178.223,587.195
4.30971,1.006,178.833,585.974
4.30979,1.005,178.833,585.974
4.30987,1.005,179.443,587.195
4.30994,1.005,179.443,587.195
4.31002,1.005,180.054,585.974
4.3101,1.005,180.664,587.195
4.31018,1.005,180.664,587.195
4.31026,1.005,181.274,585.974
4.31033,1.005,181.274,585.974
4.31041,1.005,181.885,587.195
4.31049,1.005,181.885,587.195
4.31057,1.005,181.885,587.195
4.31065,1.005,182.495,587.195
4.31073,1.005,181.885,587.195
4.3108,1.005,182.495,587.195
4.31088,1.005,182.495,587.195
4.31096,1.005,182.495,587.195
4.31104,1.005,182.495,587.195
4.31112,1.005,182.495,587.195
4.31119,1.005,182.495,587.195
4.31127,1.005,182.495,587.195
4.31135,1.005,182.495,587.195
4.31143,1.005,182.495,585.974
4.31151,1.005,181.885,587.195
4.31158,1.005,181.885,587.195
4.31166,1.005,181.274,587.195
4.31174,1.005,180.664,587.195
4.31182,1.005,180.054,587.195
4.3119,1.005,180.054,587.195
4.31198,1.006,179.443,587.195
4.31205,1.005,178.833,587.195
4.31213,1.005,178.223,587.195
4.31221,1.005,178.223,587.195
4.31229,1.005,177.612,587.195
4.31237,1.006,177.612,587.195
4.31244,1.006,177.612,585.974
4.31252,1.006,177.612,585.974
4.3126,1.006,177.612,585.974
4.31268,1.006,177.612,587.195
4.31276,1.006,177.612,587.195
4.31283,1.006,178.223,587.195
4.31291,1.006,178.223,587.195
4.31299,1.006,178.833,587.195
4.31307,1.006,178.833,587.195
4.31315,1.006,179.443,587.195
4.31323,1.006,179.443,587.195
4.3133,1.006,179.443,587.195
4.31338,1.006,180.054,587.195
4.31346,1.006,180.664,587.195
4.31354,1.006,180.664,587.195
4.31362,1.006,180.664,587.195
4.31369,1.006,181.274,587.195
4.31377,1.006,181.274,587.195
4.31385,1.006,181.885,587.195
4.31393,1.006,181.885,587.195
4.31401,1.006,181.885,587.195
4.31408,1.006,182.495,587.195
4.31416,1.006,182.495,587.195
4.31424,1.006,182.495,587.195
4.31432,1.007,182.495,587.195
4.3144,1.007,182.495,587.195
4.31448,1.007,182.495,587.195
4.31455,1.007,182.495,587.195
4.31463,1.007,182.495,587.195
4.31471,1.007,182.495,587.195
4.31479,1.007,181.885,587.195
4.31487,1.007,181.885,587.195
4.31494,1.007,181.274,587.195
4.31502,1.007,181.274,587.195
4.3151,1.007,180.664,587.195
4.31518,1.007,180.054,587.195
4.31526,1.007,179.443,587.195
4.31533,1.007,179.443,587.195
4.31541,1.007,178.833,587.195
4.31549,1.007,178.223,587.195
4.31557,1.007,178.223,587.195
4.31565,1.007,177.612,587.195
4.31573,1.007,177.612,587.195
4.3158,1.007,177.612,587.195
4.31588,1.007,177.612,587.195
4.31596,1.007,177.612,587.195
4.31604,1.007,177.612,587.195
4.31612,1.007,178.223,587.195
4.31619,1.007,178.223,587.195
4.31627,1.007,178.223,587.195
4.31635,1.007,178.223,587.195
4.31643,1.007,178.833,587.195
4.31651,1.007,179.443,587.195
4.31658,1.007,179.443,587.195
4.31666,1.007,180.054,587.195
4.31674,1.007,180.054,587.195
4.31682,1.007,180.664,587.195
4.3169,1.007,180.664,587.195
4.31698,1.007,181.274,587.195
4.31705,1.007,181.274,587.195
4.31713,1.007,181.885,587.195
4.31721,1.007,181.885,587.195
4.31729,1.007,182.495,587.195
4.31737,1.007,182.495,587.195
4.31744,1.007,182.495,587.195
4.31752,1.006,182.495,587.195
4.3176,1.006,183.106,587.195
4.31768,1.006,183.106,587.195
4.31776,1.006,183.106,587.195
4.31783,1.006,182.495,587.195
4.31791,1.006,182.495,588.416
4.31799,1.006,182.495,587.195
4.31807,1.006,182.495,587.195
4.31815,1.006,182.495,587.195
4.31823,1.006,181.885,587.195
4.3183,1.006,181.885,587.195
4.31838,1.006,181.274,587.195
4.31846,1.006,180.664,587.195
4.31854,1.006,180.664,587.195
4.31862,1.006,180.054,587.195
4.31869,1.006,179.443,587.195
4.31877,1.006,178.833,587.195
4.31885,1.006,178.223,587.195
4.31893,1.006,178.223,587.195
4.31901,1.006,177.612,587.195
4.31908,1.006,177.612,587.195
4.31916,1.006,177.612,587.195
4.31924,1.006,177.612,587.195
4.31932,1.006,177.612,587.195
4.3194,1.006,178.223,587.195
4.31948,1.006,178.223,587.195
4.31955,1.006,178.223,587.195
4.31963,1.006,178.833,587.195
4.31971,1.006,179.443,587.195
4.31979,1.005,179.443,587.195
4.31987,1.005,179.443,587.195
4.31994,1.005,180.054,587.195
4.32002,1.005,180.054,587.195
4.3201,1.005,180.664,587.195
4.32018,1.005,181.274,587.195
4.32026,1.005,181.274,587.195
4.32033,1.005,181.885,587.195
4.32041,1.005,181.885,587.195
4.32049,1.005,181.885,587.195
4.32057,1.005,182.495,587.195
4.32065,1.005,182.495,587.195
4.32073,1.005,182.495,587.195
4.3208,1.005,182.495,587.195
4.32088,1.005,183.106,587.195
4.32096,1.005,183.106,587.195
4.32104,1.005,183.106,587.195
4.32112,1.005,183.106,587.195
4.32119,1.005,183.106,587.195
4.32127,1.005,183.106,587.195
4.32135,1.005,182.495,587.195
4.32143,1.005,182.495,587.195
4.32151,1.005,182.495,587.195
4.32158,1.005,181.885,587.195
4.32166,1.005,181.885,587.195
4.32174,1.005,181.274,587.195
4.32182,1.005,180.664,587.195
4.3219,1.005,180.664,587.195
4.32198,1.005,180.054,587.195
4.32205,1.005,179.443,587.195
4.32213,1.005,178.833,587.195
4.32221,1.005,178.223,587.195
4.32229,1.005,178.223,587.195
4.32237,1.005,178.223,587.195
4.32244,1.005,177.612,587.195
4.32252,1.005,177.612,587.195
4.3226,1.005,177.612,587.195
4.32268,1.005,177.612,587.195
4.32276,1.006,178.223,587.195
4.32283,1.006,178.223,587.195
4.32291,1.006,178.223,587.195
4.32299,1.006,178.833,587.195
4.32307,1.006,178.833,587.195
4.32315,1.006,179.443,587.195
