t,UAB(V),delta,UAB
2.31875,100.54,1.0054,1.00063
2.319375,100.54,1.0054,1.00063
2.32,100.53,1.0053,1.00053
2.320625,100.53,1.0053,1.00053
2.32125,100.53,1.0053,1.00053
2.321875,100.53,1.0053,1.00053
2.3225,100.53,1.0053,1.00053
2.323125,100.53,1.0053,1.00053
2.32375,100.53,1.0053,1.00053
2.324375,100.53,1.0053,1.00053
2.325,100.53,1.0053,1.00053
2.325625,100.53,1.0053,1.00053
2.32625,100.53,1.0053,1.00053
2.326875,100.54,1.0054,1.00063
2.3275,100.54,1.0054,1.00063
2.328125,100.54,1.0054,1.00063
2.32875,100.54,1.0054,1.00063
2.329375,100.53,1.0053,1.00053
2.33,100.53,1.0053,1.00053
2.330625,100.53,1.0053,1.00053
2.33125,100.53,1.0053,1.00053
2.331875,100.52,1.0052,1.00043
2.3325,100.52,1.0052,1.00043
2.333125,100.52,1.0052,1.00043
2.33375,100.52,1.0052,1.00043
2.334375,100.52,1.0052,1.00043
2.335,100.53,1.0053,1.00053
2.335625,100.53,1.0053,1.00053
2.33625,100.53,1.0053,1.00053
2.336875,100.53,1.0053,1.00053
2.3375,100.53,1.0053,1.00053
2.338125,100.53,1.0053,1.00053
2.33875,100.53,1.0053,1.00053
2.339375,100.53,1.0053,1.00053
2.34,100.53,1.0053,1.00053
2.340625,100.52,1.0052,1.00043
2.34125,100.52,1.0052,1.00043
2.341875,100.52,1.0052,1.00043
2.3425,100.51,1.0051,1.00033
2.343125,100.51,1.0051,1.00033
2.34375,100.51,1.0051,1.00033
2.344375,100.52,1.0052,1.00043
2.345,100.52,1.0052,1.00043
2.345625,100.52,1.0052,1.00043
2.34625,100.53,1.0053,1.00053
2.346875,100.53,1.0053,1.00053
2.3475,100.53,1.0053,1.00053
2.348125,100.53,1.0053,1.00053
2.34875,100.53,1.0053,1.00053
2.349375,100.53,1.0053,1.00053
2.35,100.52,1.0052,1.00043
2.350625,100.52,1.0052,1.00043
2.35125,100.52,1.0052,1.00043
2.351875,100.52,1.0052,1.00043
2.3525,100.52,1.0052,1.00043
2.353125,100.51,1.0051,1.00033
2.35375,100.51,1.0051,1.00033
2.354375,100.51,1.0051,1.00033
2.355,100.52,1.0052,1.00043
2.355625,100.52,1.0052,1.00043
2.35625,100.52,1.0052,1.00043
2.356875,100.52,1.0052,1.00043
2.3575,100.53,1.0053,1.00053
2.358125,100.53,1.0053,1.00053
2.35875,100.52,1.0052,1.00043
2.359375,100.52,1.0052,1.00043
2.36,100.52,1.0052,1.00043
2.360625,100.52,1.0052,1.00043
2.36125,100.51,1.0051,1.00033
2.361875,100.51,1.0051,1.00033
2.3625,100.51,1.0051,1.00033
2.363125,100.51,1.0051,1.00033
2.36375,100.51,1.0051,1.00033
2.364375,100.51,1.0051,1.00033
2.365,100.51,1.0051,1.00033
2.365625,100.52,1.0052,1.00043
2.36625,100.52,1.0052,1.00043
2.366875,100.52,1.0052,1.00043
2.3675,100.52,1.0052,1.00043
2.368125,100.52,1.0052,1.00043
2.36875,100.52,1.0052,1.00043
2.369375,100.52,1.0052,1.00043
2.37,100.51,1.0051,1.00033
2.370625,100.51,1.0051,1.00033
2.37125,100.51,1.0051,1.00033
2.371875,100.51,1.0051,1.00033
2.3725,100.5,1.005,1.00023
2.373125,100.51,1.0051,1.00033
2.37375,100.51,1.0051,1.00033
2.374375,100.51,1.0051,1.00033
2.375,100.51,1.0051,1.00033
2.375625,100.52,1.0052,1.00043
2.37625,100.52,1.0052,1.00043
2.376875,100.52,1.0052,1.00043
2.3775,100.52,1.0052,1.00043
2.378125,100.52,1.0052,1.00043
2.37875,100.52,1.0052,1.00043
2.379375,100.52,1.0052,1.00043
2.38,100.52,1.0052,1.00043
2.380625,100.51,1.0051,1.00033
2.38125,100.51,1.0051,1.00033
2.381875,100.51,1.0051,1.00033
2.3825,100.51,1.0051,1.00033
2.383125,100.5,1.005,1.00023
2.38375,100.5,1.005,1.00023
2.384375,100.51,1.0051,1.00033
2.385,100.51,1.0051,1.00033
2.385625,100.51,1.0051,1.00033
2.38625,100.52,1.0052,1.00043
2.386875,100.52,1.0052,1.00043
2.3875,100.52,1.0052,1.00043
2.388125,100.52,1.0052,1.00043
2.38875,100.52,1.0052,1.00043
2.389375,100.52,1.0052,1.00043
2.39,100.51,1.0051,1.00033
2.390625,100.51,1.0051,1.00033
2.39125,100.51,1.0051,1.00033
2.391875,100.5,1.005,1.00023
2.3925,100.5,1.005,1.00023
2.393125,100.5,1.005,1.00023
2.39375,100.5,1.005,1.00023
2.394375,100.5,1.005,1.00023
2.395,100.51,1.0051,1.00033
2.395625,100.51,1.0051,1.00033
2.39625,100.51,1.0051,1.00033
2.396875,100.51,1.0051,1.00033
2.3975,100.52,1.0052,1.00043
2.398125,100.52,1.0052,1.00043
2.39875,100.51,1.0051,1.00033
2.399375,100.51,1.0051,1.00033
2.4,100.51,1.0051,1.00033
2.400625,100.51,1.0051,1.00033
2.40125,100.51,1.0051,1.00033
2.401875,100.5,1.005,1.00023
2.4025,100.5,1.005,1.00023
2.403125,100.5,1.005,1.00023
2.40375,100.51,1.0051,1.00033
2.404375,100.51,1.0051,1.00033
2.405,100.51,1.0051,1.00033
2.405625,100.52,1.0052,1.00043
2.40625,100.52,1.0052,1.00043
2.406875,100.52,1.0052,1.00043
2.4075,100.52,1.0052,1.00043
2.408125,100.52,1.0052,1.00043
2.40875,100.52,1.0052,1.00043
2.409375,100.52,1.0052,1.00043
2.41,100.52,1.0052,1.00043
2.410625,100.52,1.0052,1.00043
2.41125,100.51,1.0051,1.00033
2.411875,100.51,1.0051,1.00033
2.4125,100.51,1.0051,1.00033
2.413125,100.5,1.005,1.00023
2.41375,100.51,1.0051,1.00033
2.414375,100.51,1.0051,1.00033
2.415,100.51,1.0051,1.00033
2.415625,100.51,1.0051,1.00033
2.41625,100.51,1.0051,1.00033
2.416875,100.51,1.0051,1.00033
2.4175,100.52,1.0052,1.00043
2.418125,100.52,1.0052,1.00043
2.41875,100.51,1.0051,1.00033
2.419375,100.51,1.0051,1.00033
2.42,100.51,1.0051,1.00033
2.420625,100.5,1.005,1.00023
2.42125,100.5,1.005,1.00023
2.421875,100.5,1.005,1.00023
2.4225,100.5,1.005,1.00023
2.423125,100.5,1.005,1.00023
2.42375,100.5,1.005,1.00023
2.424375,100.5,1.005,1.00023
2.425,100.5,1.005,1.00023
2.425625,100.5,1.005,1.00023
2.42625,100.51,1.0051,1.00033
2.426875,100.51,1.0051,1.00033
2.4275,100.51,1.0051,1.00033
2.428125,100.51,1.0051,1.00033
2.42875,100.51,1.0051,1.00033
2.429375,100.51,1.0051,1.00033
2.43,100.5,1.005,1.00023
2.430625,100.5,1.005,1.00023
2.43125,100.5,1.005,1.00023
2.431875,100.5,1.005,1.00023
2.4325,100.5,1.005,1.00023
2.433125,100.49,1.0049,1.00013
2.43375,100.5,1.005,1.00023
2.434375,100.5,1.005,1.00023
2.435,100.5,1.005,1.00023
2.435625,100.5,1.005,1.00023
2.43625,100.51,1.0051,1.00033
2.436875,100.51,1.0051,1.00033
2.4375,100.51,1.0051,1.00033
2.438125,100.51,1.0051,1.00033
2.43875,100.51,1.0051,1.00033
2.439375,100.51,1.0051,1.00033
2.44,100.5,1.005,1.00023
2.440625,100.5,1.005,1.00023
2.44125,100.5,1.005,1.00023
2.441875,100.5,1.005,1.00023
2.4425,100.49,1.0049,1.00013
2.443125,100.49,1.0049,1.00013
2.44375,100.49,1.0049,1.00013
2.444375,100.5,1.005,1.00023
2.445,100.5,1.005,1.00023
2.445625,100.5,1.005,1.00023
2.44625,100.5,1.005,1.00023
2.446875,100.5,1.005,1.00023
2.4475,100.51,1.0051,1.00033
2.448125,100.51,1.0051,1.00033
2.44875,100.5,1.005,1.00023
2.449375,100.5,1.005,1.00023
2.45,100.5,1.005,1.00023
2.450625,100.49,1.0049,1.00013
2.45125,100.49,1.0049,1.00013
2.451875,100.49,1.0049,1.00013
2.4525,100.49,1.0049,1.00013
2.453125,100.49,1.0049,1.00013
2.45375,100.49,1.0049,1.00013
2.454375,100.49,1.0049,1.00013
2.455,100.49,1.0049,1.00013
2.455625,100.5,1.005,1.00023
2.45625,100.5,1.005,1.00023
2.456875,100.5,1.005,1.00023
2.4575,100.51,1.0051,1.00033
2.458125,100.51,1.0051,1.00033
2.45875,100.51,1.0051,1.00033
2.459375,100.5,1.005,1.00023
2.46,100.5,1.005,1.00023
2.460625,100.5,1.005,1.00023
2.46125,100.5,1.005,1.00023
2.461875,100.49,1.0049,1.00013
2.4625,100.49,1.0049,1.00013
2.463125,100.49,1.0049,1.00013
2.46375,100.49,1.0049,1.00013
2.464375,100.49,1.0049,1.00013
2.465,100.49,1.0049,1.00013
2.465625,100.5,1.005,1.00023
2.46625,100.5,1.005,1.00023
2.466875,100.5,1.005,1.00023
2.4675,100.5,1.005,1.00023
2.468125,100.51,1.0051,1.00033
2.46875,100.5,1.005,1.00023
2.469375,100.5,1.005,1.00023
2.47,100.5,1.005,1.00023
2.470625,100.5,1.005,1.00023
2.47125,100.49,1.0049,1.00013
2.471875,100.49,1.0049,1.00013
2.4725,100.49,1.0049,1.00013
2.473125,100.49,1.0049,1.00013
2.47375,100.49,1.0049,1.00013
2.474375,100.49,1.0049,1.00013
2.475,100.49,1.0049,1.00013
2.475625,100.49,1.0049,1.00013
2.47625,100.5,1.005,1.00023
2.476875,100.5,1.005,1.00023
2.4775,100.5,1.005,1.00023
2.478125,100.5,1.005,1.00023
2.47875,100.5,1.005,1.00023
2.479375,100.5,1.005,1.00023
2.48,100.49,1.0049,1.00013
2.480625,100.49,1.0049,1.00013
2.48125,100.49,1.0049,1.00013
2.481875,100.49,1.0049,1.00013
2.4825,100.48,1.0048,1.00003
2.483125,100.49,1.0049,1.00013
2.48375,100.49,1.0049,1.00013
2.484375,100.49,1.0049,1.00013
2.485,100.49,1.0049,1.00013
2.485625,100.5,1.005,1.00023
2.48625,100.5,1.005,1.00023
2.486875,100.5,1.005,1.00023
2.4875,100.5,1.005,1.00023
2.488125,100.5,1.005,1.00023
2.48875,100.5,1.005,1.00023
2.489375,100.5,1.005,1.00023
2.49,100.5,1.005,1.00023
2.490625,100.5,1.005,1.00023
2.49125,100.49,1.0049,1.00013
2.491875,100.49,1.0049,1.00013
2.4925,100.49,1.0049,1.00013
2.493125,100.49,1.0049,1.00013
2.49375,100.49,1.0049,1.00013
2.494375,100.49,1.0049,1.00013
2.495,100.5,1.005,1.00023
2.495625,100.5,1.005,1.00023
2.49625,100.51,1.0051,1.00033
2.496875,100.51,1.0051,1.00033
2.4975,100.51,1.0051,1.00033
2.498125,100.51,1.0051,1.00033
2.49875,100.51,1.0051,1.00033
2.499375,100.51,1.0051,1.00033
2.5,100.5,1.005,1.00023
2.500625,100.5,1.005,1.00023
2.50125,100.49,1.0049,1.00013
2.501875,100.49,1.0049,1.00013
2.5025,100.49,1.0049,1.00013
2.503125,100.49,1.0049,1.00013
2.50375,100.49,1.0049,1.00013
2.504375,100.49,1.0049,1.00013
2.505,100.49,1.0049,1.00013
2.505625,100.5,1.005,1.00023
2.50625,100.5,1.005,1.00023
2.506875,100.5,1.005,1.00023
2.5075,100.5,1.005,1.00023
2.508125,100.5,1.005,1.00023
2.50875,100.5,1.005,1.00023
2.509375,100.5,1.005,1.00023
2.51,100.5,1.005,1.00023
2.510625,100.49,1.0049,1.00013
2.51125,100.49,1.0049,1.00013
2.511875,100.48,1.0048,1.00003
2.5125,100.48,1.0048,1.00003
2.513125,100.48,1.0048,1.00003
2.51375,100.48,1.0048,1.00003
2.514375,100.48,1.0048,1.00003
2.515,100.49,1.0049,1.00013
2.515625,100.49,1.0049,1.00013
2.51625,100.49,1.0049,1.00013
2.516875,100.49,1.0049,1.00013
2.5175,100.49,1.0049,1.00013
2.518125,100.49,1.0049,1.00013
2.51875,100.49,1.0049,1.00013
2.519375,100.49,1.0049,1.00013
2.52,100.49,1.0049,1.00013
2.520625,100.49,1.0049,1.00013
2.52125,100.48,1.0048,1.00003
2.521875,100.48,1.0048,1.00003
2.5225,100.48,1.0048,1.00003
2.523125,100.48,1.0048,1.00003
2.52375,100.48,1.0048,1.00003
2.524375,100.48,1.0048,1.00003
2.525,100.48,1.0048,1.00003
2.525625,100.49,1.0049,1.00013
2.52625,100.49,1.0049,1.00013
2.526875,100.49,1.0049,1.00013
2.5275,100.49,1.0049,1.00013
2.528125,100.49,1.0049,1.00013
2.52875,100.49,1.0049,1.00013
2.529375,100.49,1.0049,1.00013
2.53,100.49,1.0049,1.00013
2.530625,100.48,1.0048,1.00003
2.53125,100.48,1.0048,1.00003
2.531875,100.48,1.0048,1.00003
2.5325,100.48,1.0048,1.00003
2.533125,100.48,1.0048,1.00003
2.53375,100.48,1.0048,1.00003
2.534375,100.48,1.0048,1.00003
2.535,100.48,1.0048,1.00003
2.535625,100.49,1.0049,1.00013
2.53625,100.49,1.0049,1.00013
2.536875,100.49,1.0049,1.00013
2.5375,100.49,1.0049,1.00013
2.538125,100.49,1.0049,1.00013
2.53875,100.49,1.0049,1.00013
2.539375,100.49,1.0049,1.00013
2.54,100.49,1.0049,1.00013
2.540625,100.48,1.0048,1.00003
2.54125,100.48,1.0048,1.00003
2.541875,100.48,1.0048,1.00003
2.5425,100.48,1.0048,1.00003
2.543125,100.48,1.0048,1.00003
2.54375,100.48,1.0048,1.00003
2.544375,100.48,1.0048,1.00003
2.545,100.48,1.0048,1.00003
2.545625,100.49,1.0049,1.00013
2.54625,100.49,1.0049,1.00013
2.546875,100.5,1.005,1.00023
2.5475,100.5,1.005,1.00023
2.548125,100.5,1.005,1.00023
2.54875,100.5,1.005,1.00023
2.549375,100.49,1.0049,1.00013
2.55,100.49,1.0049,1.00013
2.550625,100.49,1.0049,1.00013
2.55125,100.48,1.0048,1.00003
2.551875,100.48,1.0048,1.00003
2.5525,100.48,1.0048,1.00003
2.553125,100.48,1.0048,1.00003
2.55375,100.48,1.0048,1.00003
2.554375,100.48,1.0048,1.00003
2.555,100.49,1.0049,1.00013
2.555625,100.49,1.0049,1.00013
2.55625,100.5,1.005,1.00023
2.556875,100.5,1.005,1.00023
2.5575,100.5,1.005,1.00023
2.558125,100.5,1.005,1.00023
2.55875,100.5,1.005,1.00023
2.559375,100.5,1.005,1.00023
2.56,100.49,1.0049,1.00013
2.560625,100.49,1.0049,1.00013
2.56125,100.49,1.0049,1.00013
2.561875,100.49,1.0049,1.00013
2.5625,100.49,1.0049,1.00013
2.563125,100.49,1.0049,1.00013
2.56375,100.49,1.0049,1.00013
2.564375,100.49,1.0049,1.00013
2.565,100.49,1.0049,1.00013
2.565625,100.5,1.005,1.00023
2.56625,100.5,1.005,1.00023
2.566875,100.5,1.005,1.00023
2.5675,100.5,1.005,1.00023
2.568125,100.5,1.005,1.00023
2.56875,100.5,1.005,1.00023
2.569375,100.5,1.005,1.00023
2.57,100.49,1.0049,1.00013
2.570625,100.49,1.0049,1.00013
2.57125,100.49,1.0049,1.00013
2.571875,100.49,1.0049,1.00013
2.5725,100.49,1.0049,1.00013
2.573125,100.48,1.0048,1.00003
2.57375,100.48,1.0048,1.00003
2.574375,100.49,1.0049,1.00013
2.575,100.49,1.0049,1.00013
2.575625,100.49,1.0049,1.00013
2.57625,100.5,1.005,1.00023
2.576875,100.5,1.005,1.00023
2.5775,100.5,1.005,1.00023
2.578125,100.5,1.005,1.00023
2.57875,100.5,1.005,1.00023
2.579375,100.5,1.005,1.00023
2.58,100.5,1.005,1.00023
2.580625,100.49,1.0049,1.00013
2.58125,100.49,1.0049,1.00013
2.581875,100.48,1.0048,1.00003
2.5825,100.48,1.0048,1.00003
2.583125,100.48,1.0048,1.00003
2.58375,100.48,1.0048,1.00003
2.584375,100.48,1.0048,1.00003
2.585,100.48,1.0048,1.00003
2.585625,100.49,1.0049,1.00013
2.58625,100.49,1.0049,1.00013
2.586875,100.49,1.0049,1.00013
2.5875,100.5,1.005,1.00023
2.588125,100.5,1.005,1.00023
2.58875,100.49,1.0049,1.00013
2.589375,100.49,1.0049,1.00013
2.59,100.49,1.0049,1.00013
2.590625,100.49,1.0049,1.00013
2.59125,100.48,1.0048,1.00003
2.591875,100.48,1.0048,1.00003
2.5925,100.48,1.0048,1.00003
2.593125,100.48,1.0048,1.00003
2.59375,100.48,1.0048,1.00003
2.594375,100.49,1.0049,1.00013
2.595,100.49,1.0049,1.00013
2.595625,100.49,1.0049,1.00013
2.59625,100.49,1.0049,1.00013
2.596875,100.5,1.005,1.00023
2.5975,100.5,1.005,1.00023
2.598125,100.5,1.005,1.00023
2.59875,100.5,1.005,1.00023
2.599375,100.5,1.005,1.00023
2.6,100.49,1.0049,1.00013
2.600625,100.49,1.0049,1.00013
2.60125,100.49,1.0049,1.00013
2.601875,100.48,1.0048,1.00003
2.6025,100.48,1.0048,1.00003
2.603125,100.48,1.0048,1.00003
2.60375,100.48,1.0048,1.00003
2.604375,100.48,1.0048,1.00003
2.605,100.48,1.0048,1.00003
2.605625,100.49,1.0049,1.00013
2.60625,100.49,1.0049,1.00013
2.606875,100.49,1.0049,1.00013
2.6075,100.49,1.0049,1.00013
2.608125,100.49,1.0049,1.00013
2.60875,100.49,1.0049,1.00013
2.609375,100.49,1.0049,1.00013
2.61,100.49,1.0049,1.00013
2.610625,100.48,1.0048,1.00003
2.61125,100.48,1.0048,1.00003
2.611875,100.48,1.0048,1.00003
2.6125,100.48,1.0048,1.00003
2.613125,100.48,1.0048,1.00003
2.61375,100.48,1.0048,1.00003
2.614375,100.48,1.0048,1.00003
2.615,100.48,1.0048,1.00003
2.615625,100.49,1.0049,1.00013
2.61625,100.49,1.0049,1.00013
2.616875,100.49,1.0049,1.00013
2.6175,100.49,1.0049,1.00013
2.618125,100.49,1.0049,1.00013
2.61875,100.49,1.0049,1.00013
2.619375,100.49,1.0049,1.00013
2.62,100.49,1.0049,1.00013
2.620625,100.48,1.0048,1.00003
2.62125,100.48,1.0048,1.00003
2.621875,100.48,1.0048,1.00003
2.6225,100.48,1.0048,1.00003
2.623125,100.48,1.0048,1.00003
2.62375,100.48,1.0048,1.00003
2.624375,100.49,1.0049,1.00013
2.625,100.49,1.0049,1.00013
2.625625,100.5,1.005,1.00023
2.62625,100.5,1.005,1.00023
2.626875,100.5,1.005,1.00023
2.6275,100.5,1.005,1.00023
2.628125,100.5,1.005,1.00023
2.62875,100.5,1.005,1.00023
2.629375,100.5,1.005,1.00023
2.63,100.5,1.005,1.00023
2.630625,100.49,1.0049,1.00013
2.63125,100.49,1.0049,1.00013
2.631875,100.49,1.0049,1.00013
2.6325,100.49,1.0049,1.00013
2.633125,100.49,1.0049,1.00013
2.63375,100.49,1.0049,1.00013
2.634375,100.49,1.0049,1.00013
2.635,100.49,1.0049,1.00013
2.635625,100.5,1.005,1.00023
2.63625,100.5,1.005,1.00023
2.636875,100.5,1.005,1.00023
2.6375,100.5,1.005,1.00023
2.638125,100.5,1.005,1.00023
2.63875,100.5,1.005,1.00023
2.639375,100.5,1.005,1.00023
2.64,100.5,1.005,1.00023
2.640625,100.49,1.0049,1.00013
2.64125,100.49,1.0049,1.00013
2.641875,100.48,1.0048,1.00003
2.6425,100.48,1.0048,1.00003
2.643125,100.48,1.0048,1.00003
2.64375,100.48,1.0048,1.00003
2.644375,100.48,1.0048,1.00003
2.645,100.49,1.0049,1.00013
2.645625,100.49,1.0049,1.00013
2.64625,100.49,1.0049,1.00013
2.646875,100.49,1.0049,1.00013
2.6475,100.5,1.005,1.00023
2.648125,100.5,1.005,1.00023
2.64875,100.5,1.005,1.00023
2.649375,100.49,1.0049,1.00013
2.65,100.49,1.0049,1.00013
2.650625,100.49,1.0049,1.00013
2.65125,100.49,1.0049,1.00013
2.651875,100.48,1.0048,1.00003
2.6525,100.48,1.0048,1.00003
2.653125,100.48,1.0048,1.00003
2.65375,100.48,1.0048,1.00003
2.654375,100.48,1.0048,1.00003
2.655,100.48,1.0048,1.00003
2.655625,100.48,1.0048,1.00003
2.65625,100.49,1.0049,1.00013
2.656875,100.49,1.0049,1.00013
2.6575,100.49,1.0049,1.00013
2.658125,100.49,1.0049,1.00013
2.65875,100.49,1.0049,1.00013
2.659375,100.49,1.0049,1.00013
2.66,100.49,1.0049,1.00013
2.660625,100.48,1.0048,1.00003
2.66125,100.48,1.0048,1.00003
2.661875,100.48,1.0048,1.00003
2.6625,100.48,1.0048,1.00003
2.663125,100.48,1.0048,1.00003
2.66375,100.48,1.0048,1.00003
2.664375,100.48,1.0048,1.00003
2.665,100.49,1.0049,1.00013
2.665625,100.49,1.0049,1.00013
2.66625,100.49,1.0049,1.00013
2.666875,100.5,1.005,1.00023
2.6675,100.5,1.005,1.00023
2.668125,100.5,1.005,1.00023
2.66875,100.5,1.005,1.00023
2.669375,100.49,1.0049,1.00013
2.67,100.49,1.0049,1.00013
2.670625,100.49,1.0049,1.00013
2.67125,100.48,1.0048,1.00003
2.671875,100.48,1.0048,1.00003
2.6725,100.48,1.0048,1.00003
2.673125,100.48,1.0048,1.00003
2.67375,100.48,1.0048,1.00003
2.674375,100.48,1.0048,1.00003
2.675,100.48,1.0048,1.00003
2.675625,100.48,1.0048,1.00003
2.67625,100.48,1.0048,1.00003
2.676875,100.48,1.0048,1.00003
2.6775,100.49,1.0049,1.00013
2.678125,100.49,1.0049,1.00013
2.67875,100.48,1.0048,1.00003
2.679375,100.48,1.0048,1.00003
2.68,100.48,1.0048,1.00003
2.680625,100.47,1.0047,0.99993
2.68125,100.47,1.0047,0.99993
2.681875,100.47,1.0047,0.99993
2.6825,100.47,1.0047,0.99993
2.683125,100.47,1.0047,0.99993
2.68375,100.46,1.0046,0.99983
2.684375,100.47,1.0047,0.99993
2.685,100.47,1.0047,0.99993
2.685625,100.47,1.0047,0.99993
2.68625,100.48,1.0048,1.00003
2.686875,100.48,1.0048,1.00003
2.6875,100.48,1.0048,1.00003
2.688125,100.48,1.0048,1.00003
2.68875,100.48,1.0048,1.00003
2.689375,100.48,1.0048,1.00003
2.69,100.48,1.0048,1.00003
2.690625,100.47,1.0047,0.99993
2.69125,100.47,1.0047,0.99993
2.691875,100.47,1.0047,0.99993
2.6925,100.47,1.0047,0.99993
2.693125,100.47,1.0047,0.99993
2.69375,100.47,1.0047,0.99993
2.694375,100.47,1.0047,0.99993
2.695,100.48,1.0048,1.00003
2.695625,100.49,1.0049,1.00013
2.69625,100.49,1.0049,1.00013
2.696875,100.49,1.0049,1.00013
2.6975,100.49,1.0049,1.00013
2.698125,100.49,1.0049,1.00013
2.69875,100.49,1.0049,1.00013
2.699375,100.49,1.0049,1.00013
2.7,100.49,1.0049,1.00013
2.700625,100.49,1.0049,1.00013
2.70125,100.48,1.0048,1.00003
2.701875,100.48,1.0048,1.00003
2.7025,100.48,1.0048,1.00003
2.703125,100.48,1.0048,1.00003
2.70375,100.48,1.0048,1.00003
2.704375,100.49,1.0049,1.00013
2.705,100.49,1.0049,1.00013
2.705625,100.49,1.0049,1.00013
2.70625,100.5,1.005,1.00023
2.706875,100.5,1.005,1.00023
2.7075,100.5,1.005,1.00023
2.708125,100.5,1.005,1.00023
2.70875,100.5,1.005,1.00023
2.709375,100.5,1.005,1.00023
2.71,100.49,1.0049,1.00013
2.710625,100.49,1.0049,1.00013
2.71125,100.49,1.0049,1.00013
2.711875,100.48,1.0048,1.00003
2.7125,100.48,1.0048,1.00003
2.713125,100.48,1.0048,1.00003
2.71375,100.48,1.0048,1.00003
2.714375,100.48,1.0048,1.00003
2.715,100.49,1.0049,1.00013
2.715625,100.49,1.0049,1.00013
2.71625,100.49,1.0049,1.00013
2.716875,100.5,1.005,1.00023
2.7175,100.5,1.005,1.00023
2.718125,100.5,1.005,1.00023
2.71875,100.5,1.005,1.00023
2.719375,100.49,1.0049,1.00013
2.72,100.49,1.0049,1.00013
2.720625,100.49,1.0049,1.00013
2.72125,100.49,1.0049,1.00013
2.721875,100.48,1.0048,1.00003
2.7225,100.48,1.0048,1.00003
2.723125,100.48,1.0048,1.00003
2.72375,100.48,1.0048,1.00003
2.724375,100.48,1.0048,1.00003
2.725,100.49,1.0049,1.00013
2.725625,100.49,1.0049,1.00013
2.72625,100.49,1.0049,1.00013
2.726875,100.49,1.0049,1.00013
2.7275,100.5,1.005,1.00023
2.728125,100.5,1.005,1.00023
2.72875,100.49,1.0049,1.00013
2.729375,100.49,1.0049,1.00013
2.73,100.49,1.0049,1.00013
2.730625,100.49,1.0049,1.00013
2.73125,100.48,1.0048,1.00003
2.731875,100.48,1.0048,1.00003
2.7325,100.48,1.0048,1.00003
2.733125,100.48,1.0048,1.00003
2.73375,100.48,1.0048,1.00003
2.734375,100.48,1.0048,1.00003
2.735,100.49,1.0049,1.00013
2.735625,100.49,1.0049,1.00013
2.73625,100.49,1.0049,1.00013
2.736875,100.5,1.005,1.00023
2.7375,100.5,1.005,1.00023
2.738125,100.5,1.005,1.00023
2.73875,100.5,1.005,1.00023
2.739375,100.5,1.005,1.00023
2.74,100.49,1.0049,1.00013
2.740625,100.49,1.0049,1.00013
2.74125,100.48,1.0048,1.00003
2.741875,100.48,1.0048,1.00003
2.7425,100.48,1.0048,1.00003
2.743125,100.48,1.0048,1.00003
2.74375,100.48,1.0048,1.00003
2.744375,100.48,1.0048,1.00003
2.745,100.49,1.0049,1.00013
2.745625,100.49,1.0049,1.00013
2.74625,100.49,1.0049,1.00013
2.746875,100.49,1.0049,1.00013
2.7475,100.49,1.0049,1.00013
2.748125,100.49,1.0049,1.00013
2.74875,100.49,1.0049,1.00013
2.749375,100.49,1.0049,1.00013
2.75,100.49,1.0049,1.00013
2.750625,100.49,1.0049,1.00013
2.75125,100.48,1.0048,1.00003
2.751875,100.48,1.0048,1.00003
2.7525,100.48,1.0048,1.00003
2.753125,100.48,1.0048,1.00003
2.75375,100.48,1.0048,1.00003
2.754375,100.48,1.0048,1.00003
2.755,100.48,1.0048,1.00003
2.755625,100.48,1.0048,1.00003
2.75625,100.49,1.0049,1.00013
2.756875,100.49,1.0049,1.00013
2.7575,100.49,1.0049,1.00013
2.758125,100.49,1.0049,1.00013
2.75875,100.49,1.0049,1.00013
2.759375,100.49,1.0049,1.00013
2.76,100.48,1.0048,1.00003
2.760625,100.48,1.0048,1.00003
2.76125,100.48,1.0048,1.00003
2.761875,100.48,1.0048,1.00003
2.7625,100.47,1.0047,0.99993
2.763125,100.47,1.0047,0.99993
2.76375,100.48,1.0048,1.00003
2.764375,100.48,1.0048,1.00003
2.765,100.48,1.0048,1.00003
2.765625,100.48,1.0048,1.00003
2.76625,100.49,1.0049,1.00013
2.766875,100.49,1.0049,1.00013
2.7675,100.49,1.0049,1.00013
2.768125,100.49,1.0049,1.00013
2.76875,100.49,1.0049,1.00013
2.769375,100.49,1.0049,1.00013
2.77,100.48,1.0048,1.00003
2.770625,100.48,1.0048,1.00003
2.77125,100.48,1.0048,1.00003
2.771875,100.48,1.0048,1.00003
2.7725,100.47,1.0047,0.99993
2.773125,100.47,1.0047,0.99993
2.77375,100.48,1.0048,1.00003
2.774375,100.48,1.0048,1.00003
2.775,100.49,1.0049,1.00013
2.775625,100.49,1.0049,1.00013
2.77625,100.49,1.0049,1.00013
2.776875,100.5,1.005,1.00023
2.7775,100.5,1.005,1.00023
2.778125,100.5,1.005,1.00023
2.77875,100.5,1.005,1.00023
2.779375,100.5,1.005,1.00023
2.78,100.49,1.0049,1.00013
2.780625,100.49,1.0049,1.00013
2.78125,100.49,1.0049,1.00013
2.781875,100.48,1.0048,1.00003
2.7825,100.48,1.0048,1.00003
2.783125,100.48,1.0048,1.00003
2.78375,100.48,1.0048,1.00003
2.784375,100.48,1.0048,1.00003
2.785,100.49,1.0049,1.00013
2.785625,100.49,1.0049,1.00013
2.78625,100.49,1.0049,1.00013
