t,UAB(V),delta,UAB
2.786875,100.5,1.005,1.00023
2.7875,100.5,1.005,1.00023
2.788125,100.5,1.005,1.00023
2.78875,100.5,1.005,1.00023
2.789375,100.5,1.005,1.00023
2.79,100.49,1.0049,1.00013
2.790625,100.49,1.0049,1.00013
2.79125,100.49,1.0049,1.00013
2.791875,100.48,1.0048,1.00003
2.7925,100.48,1.0048,1.00003
2.793125,100.48,1.0048,1.00003
2.79375,100.48,1.0048,1.00003
2.794375,100.48,1.0048,1.00003
2.795,100.49,1.0049,1.00013
2.795625,100.49,1.0049,1.00013
2.79625,100.49,1.0049,1.00013
2.796875,100.49,1.0049,1.00013
2.7975,100.5,1.005,1.00023
2.798125,100.5,1.005,1.00023
2.79875,100.5,1.005,1.00023
2.799375,100.49,1.0049,1.00013
2.8,100.49,1.0049,1.00013
2.800625,100.49,1.0049,1.00013
2.80125,100.48,1.0048,1.00003
2.801875,100.48,1.0048,1.00003
2.8025,100.48,1.0048,1.00003
2.803125,100.48,1.0048,1.00003
2.80375,100.48,1.0048,1.00003
2.804375,100.49,1.0049,1.00013
2.805,100.49,1.0049,1.00013
2.805625,100.49,1.0049,1.00013
2.80625,100.5,1.005,1.00023
2.806875,100.5,1.005,1.00023
2.8075,100.5,1.005,1.00023
2.808125,100.5,1.005,1.00023
2.80875,100.5,1.005,1.00023
2.809375,100.5,1.005,1.00023
2.81,100.5,1.005,1.00023
2.810625,100.49,1.0049,1.00013
2.81125,100.49,1.0049,1.00013
2.811875,100.49,1.0049,1.00013
2.8125,100.49,1.0049,1.00013
2.813125,100.48,1.0048,1.00003
2.81375,100.49,1.0049,1.00013
2.814375,100.49,1.0049,1.00013
2.815,100.49,1.0049,1.00013
2.815625,100.5,1.005,1.00023
2.81625,100.5,1.005,1.00023
2.816875,100.5,1.005,1.00023
2.8175,100.5,1.005,1.00023
2.818125,100.5,1.005,1.00023
2.81875,100.5,1.005,1.00023
2.819375,100.5,1.005,1.00023
2.82,100.5,1.005,1.00023
2.820625,100.49,1.0049,1.00013
2.82125,100.49,1.0049,1.00013
2.821875,100.49,1.0049,1.00013
2.8225,100.49,1.0049,1.00013
2.823125,100.48,1.0048,1.00003
2.82375,100.48,1.0048,1.00003
2.824375,100.49,1.0049,1.00013
2.825,100.49,1.0049,1.00013
2.825625,100.49,1.0049,1.00013
2.82625,100.5,1.005,1.00023
2.826875,100.5,1.005,1.00023
2.8275,100.5,1.005,1.00023
2.828125,100.5,1.005,1.00023
2.82875,100.5,1.005,1.00023
2.829375,100.5,1.005,1.00023
2.83,100.49,1.0049,1.00013
2.830625,100.49,1.0049,1.00013
2.83125,100.49,1.0049,1.00013
2.831875,100.49,1.0049,1.00013
2.8325,100.48,1.0048,1.00003
2.833125,100.48,1.0048,1.00003
2.83375,100.48,1.0048,1.00003
2.834375,100.49,1.0049,1.00013
2.835,100.49,1.0049,1.00013
2.835625,100.49,1.0049,1.00013
2.83625,100.5,1.005,1.00023
2.836875,100.5,1.005,1.00023
2.8375,100.5,1.005,1.00023
2.838125,100.5,1.005,1.00023
2.83875,100.5,1.005,1.00023
2.839375,100.5,1.005,1.00023
2.84,100.5,1.005,1.00023
2.840625,100.49,1.0049,1.00013
2.84125,100.49,1.0049,1.00013
2.841875,100.49,1.0049,1.00013
2.8425,100.49,1.0049,1.00013
2.843125,100.49,1.0049,1.00013
2.84375,100.49,1.0049,1.00013
2.844375,100.49,1.0049,1.00013
2.845,100.49,1.0049,1.00013
2.845625,100.49,1.0049,1.00013
2.84625,100.5,1.005,1.00023
2.846875,100.5,1.005,1.00023
2.8475,100.5,1.005,1.00023
2.848125,100.5,1.005,1.00023
2.84875,100.5,1.005,1.00023
2.849375,100.5,1.005,1.00023
2.85,100.5,1.005,1.00023
2.850625,100.49,1.0049,1.00013
2.85125,100.49,1.0049,1.00013
2.851875,100.49,1.0049,1.00013
2.8525,100.49,1.0049,1.00013
2.853125,100.49,1.0049,1.00013
2.85375,100.49,1.0049,1.00013
2.854375,100.49,1.0049,1.00013
2.855,100.49,1.0049,1.00013
2.855625,100.49,1.0049,1.00013
2.85625,100.5,1.005,1.00023
2.856875,100.5,1.005,1.00023
2.8575,100.5,1.005,1.00023
2.858125,100.5,1.005,1.00023
2.85875,100.5,1.005,1.00023
2.859375,100.5,1.005,1.00023
2.86,100.49,1.0049,1.00013
2.860625,100.49,1.0049,1.00013
2.86125,100.49,1.0049,1.00013
2.861875,100.48,1.0048,1.00003
2.8625,100.48,1.0048,1.00003
2.863125,100.48,1.0048,1.00003
2.86375,100.48,1.0048,1.00003
2.864375,100.48,1.0048,1.00003
2.865,100.49,1.0049,1.00013
2.865625,100.49,1.0049,1.00013
2.86625,100.49,1.0049,1.00013
2.866875,100.5,1.005,1.00023
2.8675,100.5,1.005,1.00023
2.868125,100.5,1.005,1.00023
2.86875,100.5,1.005,1.00023
2.869375,100.5,1.005,1.00023
2.87,100.49,1.0049,1.00013
2.870625,100.49,1.0049,1.00013
2.87125,100.49,1.0049,1.00013
2.871875,100.48,1.0048,1.00003
2.8725,100.48,1.0048,1.00003
2.873125,100.48,1.0048,1.00003
2.87375,100.48,1.0048,1.00003
2.874375,100.49,1.0049,1.00013
2.875,100.49,1.0049,1.00013
2.875625,100.49,1.0049,1.00013
2.87625,100.5,1.005,1.00023
2.876875,100.5,1.005,1.00023
2.8775,100.5,1.005,1.00023
2.878125,100.5,1.005,1.00023
2.87875,100.5,1.005,1.00023
2.879375,100.5,1.005,1.00023
2.88,100.5,1.005,1.00023
2.880625,100.49,1.0049,1.00013
2.88125,100.49,1.0049,1.00013
2.881875,100.49,1.0049,1.00013
2.8825,100.48,1.0048,1.00003
2.883125,100.48,1.0048,1.00003
2.88375,100.48,1.0048,1.00003
2.884375,100.48,1.0048,1.00003
2.885,100.49,1.0049,1.00013
2.885625,100.49,1.0049,1.00013
2.88625,100.5,1.005,1.00023
2.886875,100.5,1.005,1.00023
2.8875,100.5,1.005,1.00023
2.888125,100.5,1.005,1.00023
2.88875,100.5,1.005,1.00023
2.889375,100.5,1.005,1.00023
2.89,100.49,1.0049,1.00013
2.890625,100.49,1.0049,1.00013
2.89125,100.49,1.0049,1.00013
2.891875,100.48,1.0048,1.00003
2.8925,100.48,1.0048,1.00003
2.893125,100.48,1.0048,1.00003
2.89375,100.48,1.0048,1.00003
2.894375,100.49,1.0049,1.00013
2.895,100.49,1.0049,1.00013
2.895625,100.49,1.0049,1.00013
2.89625,100.5,1.005,1.00023
2.896875,100.5,1.005,1.00023
2.8975,100.5,1.005,1.00023
2.898125,100.5,1.005,1.00023
2.89875,100.5,1.005,1.00023
2.899375,100.5,1.005,1.00023
2.9,100.5,1.005,1.00023
2.900625,100.49,1.0049,1.00013
2.90125,100.49,1.0049,1.00013
2.901875,100.48,1.0048,1.00003
2.9025,100.48,1.0048,1.00003
2.903125,100.48,1.0048,1.00003
2.90375,100.49,1.0049,1.00013
2.904375,100.49,1.0049,1.00013
2.905,100.49,1.0049,1.00013
2.905625,100.5,1.005,1.00023
2.90625,100.5,1.005,1.00023
2.906875,100.5,1.005,1.00023
2.9075,100.5,1.005,1.00023
2.908125,100.51,1.0051,1.00033
2.90875,100.5,1.005,1.00023
2.909375,100.5,1.005,1.00023
2.91,100.5,1.005,1.00023
2.910625,100.49,1.0049,1.00013
2.91125,100.49,1.0049,1.00013
2.911875,100.49,1.0049,1.00013
2.9125,100.49,1.0049,1.00013
2.913125,100.49,1.0049,1.00013
2.91375,100.49,1.0049,1.00013
2.914375,100.49,1.0049,1.00013
2.915,100.49,1.0049,1.00013
2.915625,100.49,1.0049,1.00013
2.91625,100.49,1.0049,1.00013
2.916875,100.5,1.005,1.00023
2.9175,100.5,1.005,1.00023
2.918125,100.5,1.005,1.00023
2.91875,100.5,1.005,1.00023
2.919375,100.5,1.005,1.00023
2.92,100.49,1.0049,1.00013
2.920625,100.49,1.0049,1.00013
2.92125,100.49,1.0049,1.00013
2.921875,100.48,1.0048,1.00003
2.9225,100.48,1.0048,1.00003
2.923125,100.48,1.0048,1.00003
2.92375,100.48,1.0048,1.00003
2.924375,100.49,1.0049,1.00013
2.925,100.49,1.0049,1.00013
2.925625,100.49,1.0049,1.00013
2.92625,100.49,1.0049,1.00013
2.926875,100.5,1.005,1.00023
2.9275,100.5,1.005,1.00023
2.928125,100.5,1.005,1.00023
2.92875,100.5,1.005,1.00023
2.929375,100.5,1.005,1.00023
2.93,100.49,1.0049,1.00013
2.930625,100.49,1.0049,1.00013
2.93125,100.49,1.0049,1.00013
2.931875,100.48,1.0048,1.00003
2.9325,100.48,1.0048,1.00003
2.933125,100.48,1.0048,1.00003
2.93375,100.49,1.0049,1.00013
2.934375,100.49,1.0049,1.00013
2.935,100.5,1.005,1.00023
2.935625,100.5,1.005,1.00023
2.93625,100.5,1.005,1.00023
2.936875,100.51,1.0051,1.00033
2.9375,100.51,1.0051,1.00033
2.938125,100.51,1.0051,1.00033
2.93875,100.51,1.0051,1.00033
2.939375,100.5,1.005,1.00023
2.94,100.5,1.005,1.00023
2.940625,100.5,1.005,1.00023
2.94125,100.49,1.0049,1.00013
2.941875,100.49,1.0049,1.00013
2.9425,100.49,1.0049,1.00013
2.943125,100.49,1.0049,1.00013
2.94375,100.49,1.0049,1.00013
2.944375,100.49,1.0049,1.00013
2.945,100.49,1.0049,1.00013
2.945625,100.5,1.005,1.00023
2.94625,100.5,1.005,1.00023
2.946875,100.5,1.005,1.00023
2.9475,100.51,1.0051,1.00033
2.948125,100.51,1.0051,1.00033
2.94875,100.5,1.005,1.00023
2.949375,100.5,1.005,1.00023
2.95,100.5,1.005,1.00023
2.950625,100.5,1.005,1.00023
2.95125,100.49,1.0049,1.00013
2.951875,100.49,1.0049,1.00013
2.9525,100.49,1.0049,1.00013
2.953125,100.49,1.0049,1.00013
2.95375,100.49,1.0049,1.00013
2.954375,100.49,1.0049,1.00013
2.955,100.49,1.0049,1.00013
2.955625,100.49,1.0049,1.00013
2.95625,100.5,1.005,1.00023
2.956875,100.5,1.005,1.00023
2.9575,100.5,1.005,1.00023
2.958125,100.5,1.005,1.00023
2.95875,100.5,1.005,1.00023
2.959375,100.5,1.005,1.00023
2.96,100.5,1.005,1.00023
2.960625,100.49,1.0049,1.00013
2.96125,100.49,1.0049,1.00013
2.961875,100.49,1.0049,1.00013
2.9625,100.49,1.0049,1.00013
2.963125,100.48,1.0048,1.00003
2.96375,100.48,1.0048,1.00003
2.964375,100.49,1.0049,1.00013
2.965,100.49,1.0049,1.00013
2.965625,100.49,1.0049,1.00013
2.96625,100.5,1.005,1.00023
2.966875,100.5,1.005,1.00023
2.9675,100.5,1.005,1.00023
2.968125,100.5,1.005,1.00023
2.96875,100.5,1.005,1.00023
2.969375,100.5,1.005,1.00023
2.97,100.5,1.005,1.00023
2.970625,100.49,1.0049,1.00013
2.97125,100.49,1.0049,1.00013
2.971875,100.48,1.0048,1.00003
2.9725,100.48,1.0048,1.00003
2.973125,100.48,1.0048,1.00003
2.97375,100.49,1.0049,1.00013
2.974375,100.49,1.0049,1.00013
2.975,100.49,1.0049,1.00013
2.975625,100.49,1.0049,1.00013
2.97625,100.5,1.005,1.00023
2.976875,100.5,1.005,1.00023
2.9775,100.5,1.005,1.00023
2.978125,100.5,1.005,1.00023
2.97875,100.5,1.005,1.00023
2.979375,100.5,1.005,1.00023
2.98,100.5,1.005,1.00023
2.980625,100.49,1.0049,1.00013
2.98125,100.49,1.0049,1.00013
2.981875,100.49,1.0049,1.00013
2.9825,100.48,1.0048,1.00003
2.983125,100.49,1.0049,1.00013
2.98375,100.49,1.0049,1.00013
2.984375,100.49,1.0049,1.00013
2.985,100.49,1.0049,1.00013
2.985625,100.49,1.0049,1.00013
2.98625,100.49,1.0049,1.00013
2.986875,100.5,1.005,1.00023
2.9875,100.5,1.005,1.00023
2.988125,100.5,1.005,1.00023
2.98875,100.5,1.005,1.00023
2.989375,100.5,1.005,1.00023
2.99,100.5,1.005,1.00023
2.990625,100.49,1.0049,1.00013
2.99125,100.49,1.0049,1.00013
2.991875,100.49,1.0049,1.00013
2.9925,100.49,1.0049,1.00013
2.993125,100.49,1.0049,1.00013
2.99375,100.49,1.0049,1.00013
2.994375,100.49,1.0049,1.00013
2.995,100.5,1.005,1.00023
2.995625,100.5,1.005,1.00023
2.99625,100.5,1.005,1.00023
2.996875,100.51,1.0051,1.00033
2.9975,100.51,1.0051,1.00033
2.998125,100.51,1.0051,1.00033
2.99875,100.51,1.0051,1.00033
2.999375,100.5,1.005,1.00023
3,100.5,1.005,1.00023
3.000625,100.5,1.005,1.00023
3.00125,100.49,1.0049,1.00013
3.001875,100.49,1.0049,1.00013
3.0025,100.49,1.0049,1.00013
3.003125,100.49,1.0049,1.00013
3.00375,100.49,1.0049,1.00013
3.004375,100.5,1.005,1.00023
3.005,100.5,1.005,1.00023
3.005625,100.5,1.005,1.00023
3.00625,100.51,1.0051,1.00033
3.006875,100.51,1.0051,1.00033
3.0075,100.51,1.0051,1.00033
3.008125,100.51,1.0051,1.00033
3.00875,100.51,1.0051,1.00033
3.009375,100.51,1.0051,1.00033
3.01,100.51,1.0051,1.00033
3.010625,100.5,1.005,1.00023
3.01125,100.5,1.005,1.00023
3.011875,100.49,1.0049,1.00013
3.0125,100.49,1.0049,1.00013
3.013125,100.49,1.0049,1.00013
3.01375,100.49,1.0049,1.00013
3.014375,100.5,1.005,1.00023
3.015,100.5,1.005,1.00023
3.015625,100.5,1.005,1.00023
3.01625,100.51,1.0051,1.00033
3.016875,100.51,1.0051,1.00033
3.0175,100.51,1.0051,1.00033
3.018125,100.51,1.0051,1.00033
3.01875,100.51,1.0051,1.00033
3.019375,100.51,1.0051,1.00033
3.02,100.51,1.0051,1.00033
3.020625,100.5,1.005,1.00023
3.02125,100.5,1.005,1.00023
3.021875,100.49,1.0049,1.00013
3.0225,100.49,1.0049,1.00013
3.023125,100.49,1.0049,1.00013
3.02375,100.49,1.0049,1.00013
3.024375,100.49,1.0049,1.00013
3.025,100.49,1.0049,1.00013
3.025625,100.5,1.005,1.00023
3.02625,100.5,1.005,1.00023
3.026875,100.5,1.005,1.00023
3.0275,100.51,1.0051,1.00033
3.028125,100.51,1.0051,1.00033
3.02875,100.5,1.005,1.00023
3.029375,100.5,1.005,1.00023
3.03,100.5,1.005,1.00023
3.030625,100.49,1.0049,1.00013
3.03125,100.49,1.0049,1.00013
3.031875,100.49,1.0049,1.00013
3.0325,100.48,1.0048,1.00003
3.033125,100.48,1.0048,1.00003
3.03375,100.48,1.0048,1.00003
3.034375,100.48,1.0048,1.00003
3.035,100.49,1.0049,1.00013
3.035625,100.49,1.0049,1.00013
3.03625,100.49,1.0049,1.00013
3.036875,100.5,1.005,1.00023
3.0375,100.5,1.005,1.00023
3.038125,100.5,1.005,1.00023
3.03875,100.5,1.005,1.00023
3.039375,100.5,1.005,1.00023
3.04,100.49,1.0049,1.00013
3.040625,100.49,1.0049,1.00013
3.04125,100.49,1.0049,1.00013
3.041875,100.49,1.0049,1.00013
3.0425,100.48,1.0048,1.00003
3.043125,100.48,1.0048,1.00003
3.04375,100.48,1.0048,1.00003
3.044375,100.48,1.0048,1.00003
3.045,100.49,1.0049,1.00013
3.045625,100.49,1.0049,1.00013
3.04625,100.49,1.0049,1.00013
3.046875,100.5,1.005,1.00023
3.0475,100.5,1.005,1.00023
3.048125,100.5,1.005,1.00023
3.04875,100.5,1.005,1.00023
3.049375,100.5,1.005,1.00023
3.05,100.49,1.0049,1.00013
3.050625,100.49,1.0049,1.00013
3.05125,100.49,1.0049,1.00013
3.051875,100.48,1.0048,1.00003
3.0525,100.48,1.0048,1.00003
3.053125,100.48,1.0048,1.00003
3.05375,100.48,1.0048,1.00003
3.054375,100.48,1.0048,1.00003
3.055,100.49,1.0049,1.00013
3.055625,100.49,1.0049,1.00013
3.05625,100.49,1.0049,1.00013
3.056875,100.49,1.0049,1.00013
3.0575,100.5,1.005,1.00023
3.058125,100.5,1.005,1.00023
3.05875,100.5,1.005,1.00023
3.059375,100.49,1.0049,1.00013
3.06,100.49,1.0049,1.00013
3.060625,100.48,1.0048,1.00003
3.06125,100.48,1.0048,1.00003
3.061875,100.48,1.0048,1.00003
3.0625,100.47,1.0047,0.99993
3.063125,100.48,1.0048,1.00003
3.06375,100.48,1.0048,1.00003
3.064375,100.48,1.0048,1.00003
3.065,100.48,1.0048,1.00003
3.065625,100.49,1.0049,1.00013
3.06625,100.49,1.0049,1.00013
3.066875,100.49,1.0049,1.00013
3.0675,100.5,1.005,1.00023
3.068125,100.5,1.005,1.00023
3.06875,100.5,1.005,1.00023
3.069375,100.49,1.0049,1.00013
3.07,100.49,1.0049,1.00013
3.070625,100.49,1.0049,1.00013
3.07125,100.48,1.0048,1.00003
3.071875,100.48,1.0048,1.00003
3.0725,100.48,1.0048,1.00003
3.073125,100.48,1.0048,1.00003
3.07375,100.48,1.0048,1.00003
3.074375,100.49,1.0049,1.00013
3.075,100.49,1.0049,1.00013
3.075625,100.49,1.0049,1.00013
3.07625,100.49,1.0049,1.00013
3.076875,100.5,1.005,1.00023
3.0775,100.5,1.005,1.00023
3.078125,100.5,1.005,1.00023
3.07875,100.5,1.005,1.00023
3.079375,100.49,1.0049,1.00013
3.08,100.49,1.0049,1.00013
3.080625,100.49,1.0049,1.00013
3.08125,100.49,1.0049,1.00013
3.081875,100.48,1.0048,1.00003
3.0825,100.48,1.0048,1.00003
3.083125,100.48,1.0048,1.00003
3.08375,100.48,1.0048,1.00003
3.084375,100.48,1.0048,1.00003
3.085,100.48,1.0048,1.00003
3.085625,100.49,1.0049,1.00013
3.08625,100.49,1.0049,1.00013
3.086875,100.5,1.005,1.00023
3.0875,100.5,1.005,1.00023
3.088125,100.5,1.005,1.00023
3.08875,100.5,1.005,1.00023
3.089375,100.5,1.005,1.00023
3.09,100.49,1.0049,1.00013
3.090625,100.49,1.0049,1.00013
3.09125,100.49,1.0049,1.00013
3.091875,100.48,1.0048,1.00003
3.0925,100.48,1.0048,1.00003
3.093125,100.48,1.0048,1.00003
3.09375,100.48,1.0048,1.00003
3.094375,100.48,1.0048,1.00003
3.095,100.49,1.0049,1.00013
3.095625,100.49,1.0049,1.00013
3.09625,100.5,1.005,1.00023
3.096875,100.5,1.005,1.00023
3.0975,100.5,1.005,1.00023
3.098125,100.5,1.005,1.00023
3.09875,100.5,1.005,1.00023
3.099375,100.5,1.005,1.00023
3.1,100.5,1.005,1.00023
3.100625,100.5,1.005,1.00023
3.10125,100.49,1.0049,1.00013
3.101875,100.49,1.0049,1.00013
3.1025,100.49,1.0049,1.00013
3.103125,100.49,1.0049,1.00013
3.10375,100.5,1.005,1.00023
3.104375,100.5,1.005,1.00023
3.105,100.5,1.005,1.00023
3.105625,100.51,1.0051,1.00033
3.10625,100.51,1.0051,1.00033
3.106875,100.51,1.0051,1.00033
3.1075,100.51,1.0051,1.00033
3.108125,100.51,1.0051,1.00033
3.10875,100.51,1.0051,1.00033
3.109375,100.51,1.0051,1.00033
3.11,100.51,1.0051,1.00033
3.110625,100.5,1.005,1.00023
3.11125,100.5,1.005,1.00023
3.111875,100.5,1.005,1.00023
3.1125,100.5,1.005,1.00023
3.113125,100.49,1.0049,1.00013
3.11375,100.5,1.005,1.00023
3.114375,100.5,1.005,1.00023
3.115,100.5,1.005,1.00023
3.115625,100.5,1.005,1.00023
3.11625,100.51,1.0051,1.00033
3.116875,100.51,1.0051,1.00033
3.1175,100.51,1.0051,1.00033
3.118125,100.51,1.0051,1.00033
3.11875,100.51,1.0051,1.00033
3.119375,100.51,1.0051,1.00033
3.12,100.51,1.0051,1.00033
3.120625,100.5,1.005,1.00023
3.12125,100.5,1.005,1.00023
3.121875,100.49,1.0049,1.00013
3.1225,100.49,1.0049,1.00013
3.123125,100.49,1.0049,1.00013
3.12375,100.49,1.0049,1.00013
3.124375,100.49,1.0049,1.00013
3.125,100.49,1.0049,1.00013
3.125625,100.5,1.005,1.00023
3.12625,100.5,1.005,1.00023
3.126875,100.5,1.005,1.00023
3.1275,100.51,1.0051,1.00033
3.128125,100.51,1.0051,1.00033
3.12875,100.51,1.0051,1.00033
3.129375,100.5,1.005,1.00023
3.13,100.5,1.005,1.00023
3.130625,100.5,1.005,1.00023
3.13125,100.49,1.0049,1.00013
3.131875,100.49,1.0049,1.00013
3.1325,100.49,1.0049,1.00013
3.133125,100.49,1.0049,1.00013
3.13375,100.49,1.0049,1.00013
3.134375,100.49,1.0049,1.00013
3.135,100.49,1.0049,1.00013
3.135625,100.5,1.005,1.00023
3.13625,100.5,1.005,1.00023
3.136875,100.5,1.005,1.00023
3.1375,100.51,1.0051,1.00033
3.138125,100.51,1.0051,1.00033
3.13875,100.5,1.005,1.00023
3.139375,100.5,1.005,1.00023
3.14,100.5,1.005,1.00023
3.140625,100.5,1.005,1.00023
3.14125,100.49,1.0049,1.00013
3.141875,100.49,1.0049,1.00013
3.1425,100.49,1.0049,1.00013
3.143125,100.49,1.0049,1.00013
3.14375,100.49,1.0049,1.00013
3.144375,100.49,1.0049,1.00013
3.145,100.5,1.005,1.00023
3.145625,100.5,1.005,1.00023
3.14625,100.5,1.005,1.00023
3.146875,100.51,1.0051,1.00033
3.1475,100.51,1.0051,1.00033
3.148125,100.51,1.0051,1.00033
3.14875,100.51,1.0051,1.00033
3.149375,100.5,1.005,1.00023
3.15,100.5,1.005,1.00023
3.150625,100.5,1.005,1.00023
3.15125,100.49,1.0049,1.00013
3.151875,100.49,1.0049,1.00013
3.1525,100.49,1.0049,1.00013
3.153125,100.49,1.0049,1.00013
3.15375,100.49,1.0049,1.00013
3.154375,100.49,1.0049,1.00013
3.155,100.5,1.005,1.00023
3.155625,100.5,1.005,1.00023
3.15625,100.51,1.0051,1.00033
3.156875,100.51,1.0051,1.00033
3.1575,100.51,1.0051,1.00033
3.158125,100.51,1.0051,1.00033
3.15875,100.51,1.0051,1.00033
3.159375,100.51,1.0051,1.00033
3.16,100.5,1.005,1.00023
3.160625,100.5,1.005,1.00023
3.16125,100.5,1.005,1.00023
3.161875,100.49,1.0049,1.00013
3.1625,100.49,1.0049,1.00013
3.163125,100.49,1.0049,1.00013
3.16375,100.49,1.0049,1.00013
3.164375,100.5,1.005,1.00023
3.165,100.5,1.005,1.00023
3.165625,100.5,1.005,1.00023
3.16625,100.51,1.0051,1.00033
3.166875,100.51,1.0051,1.00033
3.1675,100.51,1.0051,1.00033
3.168125,100.51,1.0051,1.00033
3.16875,100.51,1.0051,1.00033
3.169375,100.5,1.005,1.00023
3.17,100.5,1.005,1.00023
3.170625,100.5,1.005,1.00023
3.17125,100.49,1.0049,1.00013
3.171875,100.49,1.0049,1.00013
3.1725,100.49,1.0049,1.00013
3.173125,100.49,1.0049,1.00013
3.17375,100.49,1.0049,1.00013
3.174375,100.49,1.0049,1.00013
3.175,100.49,1.0049,1.00013
3.175625,100.5,1.005,1.00023
3.17625,100.5,1.005,1.00023
3.176875,100.5,1.005,1.00023
3.1775,100.51,1.0051,1.00033
3.178125,100.51,1.0051,1.00033
3.17875,100.5,1.005,1.00023
3.179375,100.5,1.005,1.00023
3.18,100.5,1.005,1.00023
3.180625,100.5,1.005,1.00023
3.18125,100.49,1.0049,1.00013
3.181875,100.49,1.0049,1.00013
3.1825,100.49,1.0049,1.00013
3.183125,100.48,1.0048,1.00003
3.18375,100.48,1.0048,1.00003
3.184375,100.49,1.0049,1.00013
3.185,100.49,1.0049,1.00013
3.185625,100.49,1.0049,1.00013
3.18625,100.5,1.005,1.00023
3.186875,100.5,1.005,1.00023
3.1875,100.5,1.005,1.00023
3.188125,100.5,1.005,1.00023
3.18875,100.5,1.005,1.00023
3.189375,100.5,1.005,1.00023
3.19,100.5,1.005,1.00023
3.190625,100.49,1.0049,1.00013
3.19125,100.49,1.0049,1.00013
3.191875,100.49,1.0049,1.00013
3.1925,100.48,1.0048,1.00003
3.193125,100.48,1.0048,1.00003
3.19375,100.49,1.0049,1.00013
3.194375,100.49,1.0049,1.00013
3.195,100.49,1.0049,1.00013
3.195625,100.5,1.005,1.00023
3.19625,100.5,1.005,1.00023
3.196875,100.5,1.005,1.00023
3.1975,100.5,1.005,1.00023
3.198125,100.5,1.005,1.00023
3.19875,100.5,1.005,1.00023
3.199375,100.5,1.005,1.00023
3.2,100.5,1.005,1.00023
3.200625,100.49,1.0049,1.00013
3.20125,100.49,1.0049,1.00013
3.201875,100.48,1.0048,1.00003
3.2025,100.48,1.0048,1.00003
3.203125,100.48,1.0048,1.00003
3.20375,100.48,1.0048,1.00003
3.204375,100.48,1.0048,1.00003
3.205,100.49,1.0049,1.00013
3.205625,100.49,1.0049,1.00013
3.20625,100.49,1.0049,1.00013
3.206875,100.5,1.005,1.00023
3.2075,100.5,1.005,1.00023
3.208125,100.5,1.005,1.00023
3.20875,100.5,1.005,1.00023
3.209375,100.5,1.005,1.00023
3.21,100.49,1.0049,1.00013
3.210625,100.49,1.0049,1.00013
3.21125,100.49,1.0049,1.00013
3.211875,100.49,1.0049,1.00013
3.2125,100.49,1.0049,1.00013
3.213125,100.49,1.0049,1.00013
3.21375,100.49,1.0049,1.00013
3.214375,100.49,1.0049,1.00013
3.215,100.49,1.0049,1.00013
3.215625,100.5,1.005,1.00023
3.21625,100.5,1.005,1.00023
3.216875,100.51,1.0051,1.00033
3.2175,100.51,1.0051,1.00033
3.218125,100.51,1.0051,1.00033
3.21875,100.51,1.0051,1.00033
3.219375,100.5,1.005,1.00023
3.22,100.5,1.005,1.00023
3.220625,100.5,1.005,1.00023
3.22125,100.5,1.005,1.00023
3.221875,100.5,1.005,1.00023
3.2225,100.49,1.0049,1.00013
3.223125,100.49,1.0049,1.00013
3.22375,100.5,1.005,1.00023
3.224375,100.5,1.005,1.00023
3.225,100.5,1.005,1.00023
3.225625,100.51,1.0051,1.00033
3.22625,100.51,1.0051,1.00033
3.226875,100.52,1.0052,1.00043
3.2275,100.52,1.0052,1.00043
3.228125,100.52,1.0052,1.00043
3.22875,100.52,1.0052,1.00043
3.229375,100.51,1.0051,1.00033
3.23,100.51,1.0051,1.00033
3.230625,100.51,1.0051,1.00033
3.23125,100.5,1.005,1.00023
3.231875,100.5,1.005,1.00023
3.2325,100.5,1.005,1.00023
3.233125,100.5,1.005,1.00023
3.23375,100.5,1.005,1.00023
3.234375,100.5,1.005,1.00023
3.235,100.5,1.005,1.00023
3.235625,100.51,1.0051,1.00033
3.23625,100.51,1.0051,1.00033
3.236875,100.51,1.0051,1.00033
3.2375,100.52,1.0052,1.00043
3.238125,100.52,1.0052,1.00043
3.23875,100.52,1.0052,1.00043
3.239375,100.51,1.0051,1.00033
3.24,100.51,1.0051,1.00033
3.240625,100.51,1.0051,1.00033
3.24125,100.5,1.005,1.00023
3.241875,100.5,1.005,1.00023
